ダウンロードした時刻：2024/11/27 12:10:13

,山形,山形,山形,山形,山形,山形,山形,山形,山形,山形,山形,山形,山形
2020/5/23,24.7,11.1,1.0,0,0,1,0,1,3.9,0,1.4,曇一時晴後雨、雷を伴う,晴一時雨後曇、雷を伴う
2020/5/24,29.1,14.4,0,1,0,1,0,1,9.1,0,1.9,晴時々曇,曇後雨一時晴
2020/5/25,26.2,16.7,1.5,0,0,1,0,1,4.2,0,2.2,曇時々晴一時雨,曇
2020/5/26,26.6,15.3,0.0,0,0,1,0,1,5.5,0,1.6,曇一時晴,雨時々曇
2020/5/27,23.5,13.5,6.5,0,0,1,0,1,4.0,0,2.8,雨時々曇一時晴、雷を伴う,晴時々曇
2020/5/28,24.3,12.8,0,1,0,1,0,1,11.3,0,2.6,晴時々曇,晴
2020/5/29,25.1,10.5,0,1,0,1,0,1,13.6,0,2.0,晴,晴
2020/5/30,27.9,10.7,0,1,0,1,0,1,13.7,0,1.5,晴,晴
2020/5/31,29.6,13.2,0,1,0,1,0,1,11.3,0,1.8,晴後時々曇,晴後曇一時雨
2020/6/1,27.2,14.9,0.0,0,0,1,0,1,5.3,0,1.8,曇一時晴後一時雨,曇時々晴一時雨
2020/6/2,28.9,17.7,0.0,0,0,1,0,1,8.2,0,2.2,曇一時雨後晴,曇一時雨
2020/6/3,28.9,16.6,0.0,0,0,1,0,1,9.8,0,1.8,晴後曇一時雨,晴
2020/6/4,33.2,14.9,0.0,0,0,1,0,1,13.1,0,1.9,晴,晴後一時雨、雷を伴う
2020/6/5,31.3,18.1,0,1,0,1,0,1,10.1,0,1.9,曇時々晴、雷を伴う,晴時々曇、雷を伴う
2020/6/6,27.3,16.2,0,1,0,1,0,1,6.9,0,2.0,曇後時々晴,曇
2020/6/7,26.2,13.9,0,1,0,1,0,1,10.6,0,1.9,晴,曇時々晴
2020/6/8,28.1,14.7,0,1,0,1,0,1,10.7,0,1.8,晴時々曇,晴時々曇
2020/6/9,33.7,15.0,0,1,0,1,0,1,13.0,0,1.6,晴,晴後一時曇
2020/6/10,34.5,16.9,0,1,0,1,0,1,13.4,0,1.8,晴,晴後曇一時雨
2020/6/11,29.3,21.1,1.0,0,0,1,0,1,1.7,0,1.7,雨時々晴後曇,雨時々曇
2020/6/12,29.9,20.2,0.0,0,0,1,0,1,6.0,0,1.9,曇一時雨後時々晴,曇
2020/6/13,24.4,18.2,0.0,0,0,1,0,1,1.1,0,1.7,曇一時雨,晴時々曇
2020/6/14,29.3,15.8,19.5,0,0,1,0,1,4.6,0,1.7,曇時々晴後雨,雨時々曇
2020/6/15,30.9,20.6,3.5,0,0,1,0,1,11.6,0,3.3,晴,晴、雷を伴う
2020/6/16,28.7,18.3,0.0,0,0,1,0,1,6.3,0,3.1,晴後曇一時雨、雷を伴う,曇時々晴一時雨
2020/6/17,26.1,16.6,0.0,0,0,1,0,1,11.2,0,1.9,晴時々曇,晴後時々曇
2020/6/18,28.3,15.5,0,1,0,1,0,1,8.1,0,1.8,晴時々曇,曇、雷を伴う
2020/6/19,23.6,18.7,0.0,0,0,1,0,1,1.1,0,1.4,曇時々雨,曇後晴一時雨
2020/6/20,25.2,14.8,0.0,0,0,1,0,1,10.7,0,2.5,晴時々曇,晴
2020/6/21,26.9,11.9,0.0,0,0,1,0,1,12.2,0,2.8,晴後一時雨一時曇,曇一時晴
2020/6/22,24.6,17.4,0.0,0,0,1,0,1,0.0,0,2.0,曇後一時雨,曇一時雨
2020/6/23,27.2,17.2,0.0,0,0,1,0,1,1.2,0,1.7,雨後曇一時晴,晴時々曇
2020/6/24,28.3,19.7,0,1,0,1,0,1,8.3,0,2.9,曇時々晴,曇一時晴
2020/6/25,25.2,18.0,0.5,0,0,1,0,1,0.4,0,1.5,曇後時々雨,雨時々曇
2020/6/26,24.0,17.7,17.0,0,0,1,0,1,0.1,0,1.0,雨時々曇,曇時々晴
2020/6/27,29.0,20.2,0,1,0,1,0,1,4.5,0,3.3,曇,曇一時晴後時々雨
2020/6/28,27.4,18.3,1.0,0,0,1,0,1,2.6,0,1.3,雨後曇時々晴、雷を伴う,晴時々曇、雷を伴う
2020/6/29,25.3,16.9,2.5,0,0,1,0,1,4.0,0,1.6,雨一時晴後曇,曇
2020/6/30,24.5,17.3,3.0,0,0,1,0,1,0.3,0,1.1,曇後時々雨,雨時々曇
2020/7/1,27.2,20.1,43.5,0,0,1,0,1,0.7,0,1.4,雨時々曇、雷を伴う,曇時々雨
2020/7/2,27.8,20.4,5.0,0,0,1,0,1,2.3,0,3.3,曇時々雨一時晴,曇時々晴
2020/7/3,28.3,19.4,0,1,0,1,0,1,8.9,0,2.6,曇時々晴,曇後雨
2020/7/4,22.1,17.5,32.5,0,0,1,0,1,0.0,0,1.2,雨時々曇、雷を伴う,雨時々曇、霧を伴う
2020/7/5,28.2,18.2,6.0,0,0,1,0,1,0.7,0,1.5,曇、霧を伴う,曇時々雨
2020/7/6,24.7,20.0,6.0,0,0,1,0,1,0.0,0,1.0,雨時々曇,雨
2020/7/7,28.2,21.7,9.5,0,0,1,0,1,0.1,0,1.7,雨時々曇,雨一時曇
2020/7/8,25.5,20.6,30.0,0,0,1,0,1,0.5,0,1.3,雨時々曇,曇
2020/7/9,28.0,20.5,0.0,0,0,1,0,1,1.0,0,1.2,曇,曇後一時晴
2020/7/10,28.3,20.4,8.0,0,0,1,0,1,2.0,0,1.2,曇一時晴後雨,雨時々曇
2020/7/11,29.6,21.4,4.5,0,0,1,0,1,2.8,0,1.7,曇時々雨、雷を伴う,曇時々晴後雨
2020/7/12,27.0,20.3,13.5,0,0,1,0,1,0.7,0,2.3,曇時々雨,曇時々雨
2020/7/13,26.5,18.1,0.0,0,0,1,0,1,2.9,0,1.8,曇一時雨,曇時々晴
2020/7/14,20.4,17.8,36.0,0,0,1,0,1,0.0,0,1.3,雨一時曇,雨、雷を伴う
2020/7/15,24.2,16.3,16.5,0,0,1,0,1,0.4,0,2.3,雨時々曇,大雨時々曇
2020/7/16,23.1,15.5,27.5,0,0,1,0,1,0.2,0,1.1,曇時々雨,曇時々晴
2020/7/17,23.7,17.2,0,1,0,1,0,1,0.2,0,1.7,曇,曇
2020/7/18,28.6,18.5,0,1,0,1,0,1,5.9,0,1.3,曇後時々晴,曇一時晴後一時雨、雷を伴う
2020/7/19,30.3,21.2,0.0,0,0,1,0,1,8.5,0,1.5,曇後晴一時雨,晴
2020/7/20,31.9,18.9,0,1,0,1,0,1,10.1,0,1.6,晴時々曇,曇後一時雨
2020/7/21,30.4,21.6,33.5,0,0,1,0,1,0.8,0,1.4,曇後一時雨,大雨時々曇、雷を伴う
2020/7/22,30.4,22.8,5.0,0,0,1,0,1,6.8,0,1.7,曇時々晴,曇時々雨
2020/7/23,30.0,21.5,0.0,0,0,1,0,1,2.6,0,1.5,曇後一時雨、雷を伴う,曇後晴一時雨
2020/7/24,29.7,19.4,7.5,0,0,1,0,1,6.7,0,1.4,曇時々晴一時雨,雨
2020/7/25,28.0,21.7,9.0,0,0,1,0,1,0.1,0,1.0,雨時々曇,雨時々曇
2020/7/26,30.9,22.4,1.0,0,0,1,0,1,2.1,0,1.3,雨時々曇一時晴、雷を伴う,雨後時々曇
2020/7/27,27.1,21.4,26.0,0,0,1,0,1,0.7,0,1.4,雨時々曇,大雨
2020/7/28,22.6,19.8,155.5,0,0,1,0,1,0.0,0,1.2,大雨,雨時々曇
2020/7/29,24.6,19.8,5.5,0,0,1,0,1,0.1,0,1.5,曇時々雨,曇時々雨
2020/7/30,28.2,19.5,0.0,0,0,1,0,1,2.4,0,1.1,曇時々雨一時晴,曇時々晴
2020/7/31,26.6,20.7,2.0,0,0,1,0,1,1.7,0,1.3,雨時々曇一時晴,晴後曇一時雨
2020/8/1,28.6,20.8,2.0,0,0,1,0,1,4.1,0,1.5,曇時々晴一時雨,曇一時雨後晴
2020/8/2,30.5,20.4,0,1,0,1,0,1,9.5,0,2.1,晴時々曇,晴時々曇
2020/8/3,30.8,20.0,0.0,0,0,1,0,1,4.7,0,1.3,曇時々雨一時晴,晴
2020/8/4,35.2,21.8,0,1,0,1,0,1,8.3,0,1.6,曇時々晴,曇時々晴
2020/8/5,34.3,23.4,0,1,0,1,0,1,10.2,0,1.4,曇時々晴,曇一時晴
2020/8/6,34.5,23.4,0,1,0,1,0,1,6.5,0,1.6,曇時々晴,晴時々曇
2020/8/7,29.9,22.6,0.0,0,0,1,0,1,0.1,0,1.9,曇時々雨,曇時々雨
2020/8/8,22.6,20.9,19.5,0,0,1,0,1,0.0,0,0.9,雨後一時曇,雨時々曇
2020/8/9,27.6,21.6,12.5,0,0,1,0,1,0.0,0,2.3,雨後時々曇,曇一時雨
2020/8/10,35.8,21.4,0,1,0,1,0,1,7.1,0,1.3,曇時々晴,晴
2020/8/11,36.9,23.9,0,1,0,1,0,1,10.4,0,1.6,晴,曇後雨時々晴、雷を伴う
2020/8/12,33.7,24.3,12.0,0,0,1,0,1,3.9,0,2.5,曇時々雨一時晴,曇時々晴一時雨
2020/8/13,33.1,23.5,0.0,0,0,1,0,1,11.4,0,1.8,晴,晴
2020/8/14,31.6,21.6,0.0,0,0,1,0,1,4.3,0,2.3,晴後曇時々雨,曇時々晴
2020/8/15,33.5,24.8,0.0,0,0,1,0,1,3.7,0,3.0,曇時々雨,曇一時晴後時々雨、雷を伴う
2020/8/16,33.1,24.1,0.0,0,0,1,0,1,5.7,0,1.7,曇時々晴,曇後時々雨
2020/8/17,33.4,24.0,0.5,0,0,1,0,1,3.2,0,2.5,曇一時雨後時々晴,曇一時雨
2020/8/18,32.1,22.7,0,1,0,1,0,1,7.9,0,1.8,晴時々曇,晴
2020/8/19,33.7,20.8,0,1,0,1,0,1,12.4,0,1.5,晴,晴
2020/8/20,37.0,22.0,0,1,0,1,0,1,12.7,0,1.6,晴,晴
2020/8/21,35.3,22.4,0,1,0,1,0,1,12.1,0,1.6,晴,晴後一時曇
2020/8/22,31.1,23.3,0,1,0,1,0,1,7.1,0,1.7,晴時々曇,曇時々晴
2020/8/23,32.1,22.8,0.0,0,0,1,0,1,5.3,0,1.6,曇時々晴、雷を伴う,曇一時雨
2020/8/24,32.7,23.3,0,1,0,1,0,1,9.0,0,2.6,晴時々曇,晴
2020/8/25,33.7,20.8,0,1,0,1,0,1,12.1,0,1.5,晴,晴
2020/8/26,35.9,21.7,0,1,0,1,0,1,11.1,0,1.8,晴,晴
2020/8/27,35.1,22.9,0,1,0,1,0,1,10.1,0,1.8,晴,晴
2020/8/28,35.9,24.6,0,1,0,1,0,1,9.8,0,1.7,晴後一時曇,晴後時々曇
2020/8/29,34.7,26.0,0.0,0,0,1,0,1,7.0,0,1.6,晴後曇一時雨、雷を伴う,晴時々曇一時雨、雷を伴う
2020/8/30,34.1,25.2,9.5,0,0,1,0,1,3.0,0,1.6,雨時々晴後曇、雷を伴う,雨時々曇、雷を伴う
2020/8/31,25.2,20.6,4.0,0,0,1,0,1,0.0,0,1.5,雨時々曇,曇一時雨
2020/9/1,29.3,19.9,0,1,0,1,0,1,4.0,0,2.1,曇一時晴,曇時々晴
2020/9/2,30.7,22.7,0.0,0,0,1,0,1,4.6,0,2.1,曇時々晴,晴一時曇後一時雨
2020/9/3,36.5,23.6,0,1,0,1,0,1,10.5,0,2.3,晴,晴後時々曇、雷を伴う
2020/9/4,31.5,24.9,3.5,0,0,1,0,1,3.9,0,1.4,雨後曇時々晴、雷を伴う,曇時々晴一時雨
2020/9/5,33.2,24.2,0.0,0,0,1,0,1,5.0,0,2.7,曇後晴一時雨、雷を伴う,晴時々雨
2020/9/6,32.1,22.1,0.0,0,0,1,0,1,10.5,0,2.4,晴,晴一時雨後一時曇
2020/9/7,35.4,23.1,0,1,0,1,0,1,7.9,0,2.0,晴後時々曇,曇時々晴一時雨
2020/9/8,36.6,24.5,0.0,0,0,1,0,1,9.4,0,1.7,晴,晴時々曇一時雨
2020/9/9,33.0,24.3,0.0,0,0,1,0,1,5.7,0,2.0,晴時々曇、雷を伴う,曇後時々雨、雷を伴う
2020/9/10,29.7,21.4,25.0,0,0,1,0,1,4.4,0,1.5,曇後時々雨一時晴、雷を伴う,曇時々雨、雷を伴う
2020/9/11,30.9,21.7,0.5,0,0,1,0,1,4.1,0,1.8,曇時々晴一時雨、雷を伴う,雨時々曇、雷を伴う
2020/9/12,26.3,20.5,2.0,0,0,1,0,1,2.1,0,2.2,曇時々雨一時晴,曇一時雨後晴
2020/9/13,26.5,18.3,13.5,0,0,1,0,1,1.5,0,2.1,曇一時晴後雨,雨時々曇、雷を伴う
2020/9/14,25.0,17.9,11.5,0,0,1,0,1,1.5,0,1.2,曇時々雨,曇時々晴一時雨
2020/9/15,26.5,19.0,0.0,0,0,1,0,1,2.6,0,1.8,曇後時々雨,曇後時々晴
2020/9/16,28.5,18.0,0,1,0,1,0,1,7.5,0,1.9,曇時々晴,晴時々曇
2020/9/17,29.0,18.8,0.0,0,0,1,0,1,3.7,0,1.2,曇一時雨,曇後時々雨
2020/9/18,27.0,19.1,1.0,0,0,1,0,1,0.0,0,1.7,曇時々雨,曇時々雨
2020/9/19,25.6,17.8,0.0,0,0,1,0,1,2.1,0,1.7,曇一時雨,曇一時晴
2020/9/20,24.0,16.5,0,1,0,1,0,1,0.6,0,1.3,曇,曇
2020/9/21,24.1,16.1,0.0,0,0,1,0,1,4.0,0,1.4,曇一時雨後時々晴,曇時々晴
2020/9/22,23.2,14.1,0,1,0,1,0,1,0.9,0,1.4,曇,曇後一時雨
2020/9/23,25.8,17.2,0.0,0,0,1,0,1,4.8,0,2.2,晴一時雨後曇,雨時々曇
2020/9/24,20.8,16.8,0.0,0,0,1,0,1,0.0,0,1.7,曇時々雨,雨時々曇
2020/9/25,17.3,15.3,64.5,0,0,1,0,1,0.0,0,1.5,大雨、雷を伴う,雨時々晴一時曇、雷を伴う
2020/9/26,20.4,15.5,0.5,0,0,1,0,1,0.0,0,1.2,曇時々雨,雨時々曇
2020/9/27,22.5,16.7,0.5,0,0,1,0,1,0.5,0,1.3,曇後一時雨,曇時々晴後雨
2020/9/28,21.4,12.5,0.5,0,0,1,0,1,3.8,0,1.7,雨後曇時々晴,晴
2020/9/29,22.3,9.9,0,1,0,1,0,1,6.0,0,1.9,曇時々晴、霧を伴う,曇
2020/9/30,23.4,10.7,0,1,0,1,0,1,9.9,0,1.3,晴一時曇,曇時々晴
2020/10/1,20.8,13.0,0.0,0,0,1,0,1,0.4,0,1.0,曇後時々雨,晴一時曇後一時雨
2020/10/2,24.2,12.3,0.0,0,0,1,0,1,9.0,0,1.5,晴,曇時々晴
2020/10/3,22.3,13.3,0,1,0,1,0,1,0.3,0,0.9,曇,曇一時晴
2020/10/4,23.1,14.8,0.0,0,0,1,0,1,0.6,0,1.0,曇後一時雨,曇後一時雨
2020/10/5,20.9,14.6,2.5,0,0,1,0,1,0.0,0,2.2,雨時々曇,晴後曇一時雨
2020/10/6,20.9,11.2,0.0,0,0,1,0,1,3.4,0,1.8,曇一時雨後晴,晴後時々曇
2020/10/7,20.7,9.7,0,1,0,1,0,1,5.1,0,1.6,曇後時々晴,曇後一時雨
2020/10/8,14.4,12.1,17.5,0,0,1,0,1,0.0,0,1.0,雨後時々曇,曇後一時雨
2020/10/9,18.1,10.8,0.0,0,0,1,0,1,1.0,0,2.6,曇一時雨,曇後一時雨
2020/10/10,19.8,13.3,0.0,0,0,1,0,1,0.0,0,1.2,曇時々雨,曇後一時雨一時晴
2020/10/11,23.7,15.7,0.0,0,0,1,0,1,2.8,0,1.2,曇時々雨,曇時々雨一時晴
2020/10/12,21.3,17.1,1.0,0,0,1,0,1,0.1,0,0.9,雨時々曇,雨時々曇
2020/10/13,22.1,12.3,0.5,0,0,1,0,1,1.6,0,1.7,曇一時雨後時々晴,晴時々曇
2020/10/14,19.3,10.1,0.0,0,0,1,0,1,5.2,0,1.5,曇時々晴,曇後時々雨
2020/10/15,17.0,8.6,0.0,0,0,1,0,1,1.6,0,1.7,曇一時雨,曇後時々晴
2020/10/16,18.2,6.6,0,1,0,1,0,1,9.2,0,1.1,晴時々曇,曇後一時雨
2020/10/17,13.5,9.7,0.5,0,0,1,0,1,0.0,0,1.1,曇時々雨,曇後晴、霧を伴う
2020/10/18,17.3,6.7,0,1,0,1,0,1,4.9,0,1.1,曇時々晴,晴後一時曇
2020/10/19,16.2,7.6,0,1,0,1,0,1,0.1,0,1.0,曇,曇時々晴、霧を伴う
2020/10/20,19.2,7.6,0,1,0,1,0,1,6.6,0,1.1,曇後晴,晴
2020/10/21,19.1,4.5,0,1,0,1,0,1,7.9,0,1.7,晴後一時曇,曇時々晴
2020/10/22,18.3,10.1,0.0,0,0,1,0,1,0.1,0,1.0,曇後一時雨,雨時々曇
2020/10/23,16.4,13.2,9.0,0,0,1,0,1,0.1,0,1.3,雨時々曇,曇後雨時々晴
2020/10/24,15.4,8.9,4.0,0,0,1,0,1,2.7,0,2.9,雨時々曇一時晴,雨時々曇一時晴
2020/10/25,16.4,8.5,1.5,0,0,1,0,1,4.0,0,2.8,雨時々曇後晴,雨時々曇一時晴
2020/10/26,16.8,8.6,0.5,0,0,1,0,1,3.6,0,1.5,曇時々雨後晴,晴
2020/10/27,18.5,6.8,0,1,0,1,0,1,7.5,0,1.3,晴一時曇,晴時々曇、霧を伴う
2020/10/28,16.5,5.8,0,1,0,1,0,1,6.4,0,0.9,晴時々曇、霧を伴う,晴時々雨一時曇
2020/10/29,16.7,7.5,0.0,0,0,1,0,1,5.4,0,2.0,晴後曇一時雨,雨時々曇
2020/10/30,13.5,6.1,0.5,0,0,1,0,1,5.1,0,2.3,晴時々雨一時曇,晴後一時曇
2020/10/31,16.3,4.2,0,1,0,1,0,1,9.1,0,1.2,晴一時曇,晴後時々曇
2020/11/1,14.3,4.4,0,1,0,1,0,1,3.5,0,1.0,曇一時晴,曇
2020/11/2,16.8,9.2,0.5,0,0,1,0,1,0.0,0,1.8,雨時々曇,曇時々雨、霧を伴う
2020/11/3,16.1,6.7,4.0,0,0,1,0,1,2.9,0,2.2,曇後一時晴一時雨,雨時々曇
2020/11/4,11.1,5.4,2.5,0,0,1,0,1,2.7,0,2.2,雨時々曇一時晴、雷を伴う,雨時々曇一時晴
2020/11/5,14.3,5.9,0.0,0,0,1,0,1,2.9,0,1.9,雨後曇時々晴,晴一時雨
2020/11/6,17.7,5.9,0,1,0,1,0,1,2.9,0,1.3,曇時々晴,曇時々晴
2020/11/7,17.2,6.2,3.0,0,0,1,0,1,0.3,0,1.6,曇後時々雨,雨後晴一時曇、霧を伴う
2020/11/8,17.9,8.0,0.0,0,0,1,0,1,2.5,0,2.8,曇時々晴後雨,雨時々曇一時晴
2020/11/9,8.6,4.2,2.0,0,0,1,0,1,0.8,0,2.3,雨,雨
2020/11/10,7.8,3.8,4.5,0,0,1,0,1,3.7,0,2.2,雨時々曇一時晴,雨時々曇
2020/11/11,7.8,1.2,0.5,0,0,1,0,1,0.3,0,1.9,曇時々雨,晴後一時霧
2020/11/12,11.1,-1.5,0,1,0,1,0,1,6.5,0,0.9,晴一時霧,晴
2020/11/13,15.4,0.0,0.0,0,0,1,0,1,7.2,0,1.0,晴時々曇、霧を伴う,晴一時雨
2020/11/14,15.6,3.3,0,1,0,1,0,1,6.5,0,1.7,晴一時曇,晴
2020/11/15,14.6,0.2,0,1,0,1,0,1,9.1,0,0.8,晴後一時曇,曇一時晴後時々雨
2020/11/16,19.2,5.8,0.0,0,0,1,0,1,3.4,0,1.5,曇後晴一時雨,晴
2020/11/17,15.0,3.5,0,1,0,1,0,1,9.1,0,1.1,晴,晴
2020/11/18,13.7,2.5,0,1,0,1,0,1,3.8,0,0.9,曇時々晴,曇時々晴
2020/11/19,21.5,5.9,0,1,0,1,0,1,7.5,0,1.0,晴一時曇,曇一時晴後時々雨
2020/11/20,17.2,11.8,11.0,0,0,1,0,1,0.0,0,1.8,雨時々曇,雨時々曇
2020/11/21,12.8,5.1,0.0,0,0,1,0,1,3.8,0,2.1,雨時々曇後晴,晴後一時曇
2020/11/22,15.2,1.9,0.0,0,0,1,0,1,6.0,0,1.5,晴後曇一時雨,雨時々曇
2020/11/23,14.5,4.0,1.0,0,0,1,0,1,3.9,0,2.4,雨後曇時々晴,雨時々曇一時晴
2020/11/24,13.1,4.1,0.0,0,0,1,0,1,6.9,0,1.7,晴,曇時々晴
2020/11/25,11.3,3.2,0,1,0,1,0,1,3.2,0,0.9,曇後一時晴,晴後曇一時雨
2020/11/26,11.4,4.9,0.0,0,0,1,0,1,0.1,0,1.4,雨時々曇,曇一時雨
2020/11/27,10.7,3.9,0.0,0,0,1,0,1,4.6,0,1.0,曇時々晴,雨時々曇
2020/11/28,10.0,3.3,2.0,0,0,1,0,1,3.1,0,2.1,晴後雨時々曇,晴一時雨後曇
2020/11/29,9.8,1.4,0.0,0,0,1,0,1,2.2,0,1.8,曇時々雨一時晴、みぞれを伴う,曇一時晴後雨
2020/11/30,7.9,3.6,0.0,0,0,1,0,1,0.4,0,1.0,雨時々曇,雨時々曇
2020/12/1,6.4,3.1,0.0,0,0,1,0,1,0.2,0,1.2,雨後曇,雨後曇時々晴、みぞれを伴う
2020/12/2,9.9,2.2,0.0,0,0,1,0,1,5.9,0,1.3,曇時々晴,曇時々晴後みぞれ
2020/12/3,3.9,1.6,1.0,0,0,1,0,1,0.0,0,0.9,みぞれ後雨一時曇,雨時々みぞれ一時晴
2020/12/4,6.9,1.2,0.0,0,0,1,0,1,0.8,0,1.5,曇一時晴後時々雨、みぞれを伴う,晴時々曇
2020/12/5,8.2,-0.2,4.5,0,0,1,0,1,3.5,0,1.1,曇時々晴後雨,雨一時晴後霧時々曇
2020/12/6,7.4,1.4,0,1,0,1,0,1,2.0,0,0.9,曇時々晴一時霧,晴後雨時々霧一時曇
2020/12/7,10.0,1.1,0.5,0,0,1,0,1,0.1,0,1.3,雨時々曇,雨時々曇
2020/12/8,6.6,2.6,8.0,0,0,1,0,1,0.1,0,1.5,雨時々曇,曇時々雨後みぞれ一時晴
2020/12/9,10.1,0.7,0.0,0,0,1,0,1,4.8,0,1.8,曇時々晴一時雨,晴後一時曇
2020/12/10,7.6,-1.0,0.0,0,0,1,0,1,1.7,0,0.9,曇後一時雨,雨後晴時々曇、みぞれを伴う
2020/12/11,8.2,0.9,0.0,0,0,1,0,1,0.4,0,1.1,曇時々雨,曇時々晴後雨
2020/12/12,7.9,2.7,0.0,0,0,1,0,1,0.0,0,1.1,曇後時々雨、霧を伴う,雨時々晴後曇
2020/12/13,3.4,-0.6,2.0,0,0,1,0,1,0.2,0,1.3,みぞれ時々曇一時雨,曇一時晴後雪時々みぞれ
2020/12/14,1.9,-1.2,15.0,0,6,0,3,0,0.1,0,1.5,雪時々曇、みぞれを伴う,雪時々曇
2020/12/15,-0.5,-3.0,8.5,0,18,0,20,0,0.0,0,1.5,雪,雪
2020/12/16,0.3,-3.5,6.0,0,6,0,24,0,0.8,0,1.3,雪時々曇,雪
2020/12/17,-0.2,-3.3,23.0,0,23,0,45,0,0.0,0,1.4,雪,雪時々晴
2020/12/18,3.7,-1.8,2.5,0,0,1,41,0,4.4,0,1.0,曇時々晴一時雪後みぞれ,みぞれ時々雨後雪一時曇
2020/12/19,2.0,-3.2,10.0,0,14,0,40,0,1.2,0,1.8,雪時々曇,雪
2020/12/20,-0.9,-3.5,11.5,0,16,0,51,0,0.5,0,1.4,雪時々曇,雪時々曇一時晴
2020/12/21,3.5,-3.1,0.0,0,0,1,47,0,2.5,0,1.7,曇時々雪一時晴,晴時々雪一時曇、みぞれを伴う
2020/12/22,6.1,-0.5,0.0,0,0,1,37,0,4.1,0,1.3,曇時々晴一時雪、みぞれを伴う,みぞれ時々曇一時晴後時々霧
2020/12/23,8.3,-0.1,0.0,0,0,1,31,0,4.4,0,1.7,霧後曇時々晴一時雨,曇時々晴一時雨
2020/12/24,10.7,1.5,0.5,0,0,1,23,0,3.3,0,2.7,曇時々晴一時雨,雨後一時みぞれ
2020/12/25,5.9,-0.9,5.0,0,5,0,20,0,3.0,0,1.7,雪時々みぞれ後曇,雪時々曇
2020/12/26,3.1,-1.4,1.0,0,2,0,21,0,1.4,0,1.1,雪後みぞれ時々曇,雪時々晴一時みぞれ
2020/12/27,2.3,-1.2,0.5,0,1,0,19,0,1.2,0,0.7,曇時々雪、みぞれを伴う,晴時々みぞれ後曇一時雪
2020/12/28,3.1,-1.1,0.0,0,0,1,16,0,0.9,0,1.0,曇時々雪一時みぞれ,みぞれ時々晴後曇
2020/12/29,7.9,0.1,0.0,0,0,1,14,0,3.0,0,1.2,曇時々晴一時雨、みぞれを伴う,曇時々晴
2020/12/30,9.0,-2.9,11.0,0,6,0,18,0,0.1,0,1.5,みぞれ時々雪一時雨,雪時々曇
2020/12/31,-2.1,-4.9,8.5,0,16,0,33,0,2.4,0,1.8,雪時々曇,雪時々曇
2021/1/1,-1.5,-4.5,8.0,0,8,0,38,0,0.0,0,0.6,雪,雪
2021/1/2,-1.1,-4.0,1.5,0,0,1,38,0,2.7,0,0.9,曇時々雪,雪時々晴一時曇
2021/1/3,0.5,-5.2,1.0,0,2,0,36,0,0.0,0,1.3,雪時々曇,曇時々晴後雪
2021/1/4,0.8,-3.1,3.5,0,6,0,36,0,0.0,0,1.0,雪,雪
2021/1/5,0.2,-2.7,6.0,0,10,0,43,0,1.3,0,1.1,雪時々曇一時晴,雪時々曇一時晴
2021/1/6,0.0,-6.0,0.0,0,1,0,43,0,8.3,0,1.2,晴,晴後雪時々曇、みぞれを伴う
2021/1/7,4.6,-4.2,5.0,0,6,0,38,0,2.0,0,3.6,曇後みぞれ時々雪,雪
2021/1/8,-2.8,-5.3,2.0,0,3,0,40,0,0.0,0,1.1,雪後時々曇,雪後晴時々曇
2021/1/9,-2.3,-8.0,0.5,0,2,0,37,0,3.6,0,1.0,曇時々晴後雪,雪時々曇後晴
2021/1/10,-0.8,-6.6,0.0,0,0,1,37,0,0.5,0,1.7,雪時々曇一時晴,晴後雪時々曇
2021/1/11,1.9,-5.2,0.0,0,0,1,35,0,3.2,0,1.4,曇時々雪一時晴,曇後一時雪
2021/1/12,0.2,-4.1,1.0,0,3,0,35,0,0.0,0,0.9,曇時々雪,曇後雪時々晴
2021/1/13,4.5,-3.8,1.0,0,0,1,34,0,0.6,0,1.9,みぞれ時々雨一時雪,晴時々みぞれ一時雨
2021/1/14,5.0,-0.7,1.5,0,0,1,29,0,0.0,0,2.0,雨後曇時々晴、みぞれを伴う,晴
2021/1/15,3.3,-4.4,0,1,0,1,27,0,7.4,0,1.1,晴後一時曇,晴後曇一時雪
2021/1/16,2.8,-2.7,1.0,0,0,1,26,0,0.0,0,1.3,雪後みぞれ時々曇一時雨,雪時々みぞれ後晴一時曇
2021/1/17,1.4,-4.3,0.0,0,0,1,26,0,0.0,0,1.7,曇一時雪,晴後雪時々曇
2021/1/18,4.0,-5.6,4.5,0,10,0,35,0,4.8,0,2.1,曇後晴時々雪,雪
2021/1/19,0.7,-4.8,4.5,0,10,0,44,0,2.2,0,2.5,雪,雪時々晴
2021/1/20,2.4,-5.6,0.0,0,0,1,41,0,4.9,0,1.5,雪後曇時々晴,晴
2021/1/21,3.6,-7.0,0,1,0,1,35,0,8.9,0,1.2,晴後一時曇,晴後雪一時曇
2021/1/22,5.1,-4.0,0.0,0,0,1,33,0,0.3,0,1.2,雪時々みぞれ後雨一時曇,晴
2021/1/23,3.6,-2.6,0,1,0,1,30,0,4.9,0,1.0,曇時々晴,曇後一時雪
2021/1/24,4.7,-0.1,0.0,0,0,1,29,0,1.1,0,1.3,曇,曇後時々晴
2021/1/25,5.6,-4.0,0,1,0,1,27,0,7.3,0,1.0,霧後晴時々曇,晴、霧を伴う
