ダウンロードした時刻：2024/11/27 12:12:25

,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋
2020/6/26,33.2,23.7,0.5,0,0,1,0,1,3.4,0,2.3,曇時々晴後一時雨、雷を伴う,晴後一時薄曇
2020/6/27,31.9,23.0,0.0,0,0,1,0,1,5.5,0,2.6,曇,曇後雨
2020/6/28,28.4,21.2,38.5,0,0,1,0,1,2.9,0,3.1,曇一時大雨,晴
2020/6/29,31.5,20.7,0,1,0,1,0,1,10.2,0,3.3,晴後薄曇,薄曇後雨
2020/6/30,25.9,21.1,48.0,0,0,1,0,1,0.0,0,3.7,大雨,雨後曇
2020/7/1,28.7,23.1,0.0,0,0,1,0,1,1.2,0,4.9,曇一時雨,曇後晴
2020/7/2,29.9,21.3,0,1,0,1,0,1,6.8,0,3.4,曇時々晴,薄曇
2020/7/3,24.5,20.5,23.0,0,0,1,0,1,0.0,0,1.9,曇後雨,大雨
2020/7/4,27.5,20.3,21.0,0,0,1,0,1,0.1,0,3.4,曇時々雨,曇一時雨
2020/7/5,30.0,21.5,2.0,0,0,1,0,1,2.0,0,2.6,曇時々晴,雨時々曇
2020/7/6,25.1,23.0,42.5,0,0,1,0,1,0.0,0,4.7,雨,雨時々曇
2020/7/7,27.5,24.6,20.0,0,0,1,0,1,0.0,0,4.5,雨時々曇,大雨
2020/7/8,29.7,22.1,53.0,0,0,1,0,1,3.2,0,3.6,薄曇一時雨,曇時々雨
2020/7/9,24.9,22.8,13.0,0,0,1,0,1,0.0,0,2.7,雨,曇時々雨
2020/7/10,28.5,22.9,3.0,0,0,1,0,1,0.0,0,3.6,雨後曇,雨時々曇
2020/7/11,30.2,25.1,10.0,0,0,1,0,1,1.1,0,4.0,曇時々雨,曇一時雨、雷を伴う
2020/7/12,30.4,21.8,0.0,0,0,1,0,1,7.4,0,5.2,薄曇,曇
2020/7/13,22.7,19.3,21.0,0,0,1,0,1,0.0,0,1.8,雨,大雨
2020/7/14,25.4,20.5,35.5,0,0,1,0,1,0.0,0,2.7,雨時々曇,曇
2020/7/15,28.4,21.9,0.0,0,0,1,0,1,1.7,0,3.3,曇,曇
2020/7/16,30.7,21.7,0,1,0,1,0,1,8.2,0,2.7,薄曇,曇後時々雨
2020/7/17,25.8,22.5,14.5,0,0,1,0,1,0.0,0,1.3,雨時々曇,雨一時曇
2020/7/18,29.5,22.7,42.0,0,0,1,0,1,1.8,0,2.2,雨後曇、雷を伴う,曇後一時晴
2020/7/19,33.1,23.5,0.0,0,0,1,0,1,9.2,0,2.2,晴,薄曇一時晴
2020/7/20,34.8,25.1,0.0,0,0,1,0,1,6.2,0,2.0,曇、雷を伴う,薄曇一時晴
2020/7/21,34.2,24.6,13.5,0,0,1,0,1,5.3,0,2.8,曇一時晴、雷を伴う,曇時々大雨、雷を伴う
2020/7/22,32.9,24.2,34.0,0,0,1,0,1,8.9,0,2.8,薄曇,曇時々雨
2020/7/23,28.4,23.9,0.0,0,0,1,0,1,0.7,0,2.6,曇時々雨,曇一時雨
2020/7/24,30.0,23.6,5.0,0,0,1,0,1,0.2,0,2.5,曇一時雨,雨一時曇、雷を伴う
2020/7/25,28.5,24.0,21.0,0,0,1,0,1,0.1,0,3.6,雨一時曇,雨時々曇
2020/7/26,28.3,22.9,21.5,0,0,1,0,1,0.3,0,2.7,雨一時曇,曇時々雨
2020/7/27,28.6,22.8,6.0,0,0,1,0,1,0.0,0,2.3,雨時々曇,曇
2020/7/28,30.0,25.2,0.5,0,0,1,0,1,0.3,0,2.1,曇,曇一時雨
2020/7/29,32.0,25.0,0.0,0,0,1,0,1,2.3,0,3.3,曇,曇後時々雨
2020/7/30,30.8,23.8,1.5,0,0,1,0,1,3.7,0,3.1,曇一時雨後晴,曇
2020/7/31,32.6,24.8,2.0,0,0,1,0,1,7.5,0,3.3,晴一時雨、雷を伴う,晴
2020/8/1,34.2,23.9,0,1,0,1,0,1,10.5,0,3.0,晴後薄曇,曇一時晴
2020/8/2,32.5,25.1,0.0,0,0,1,0,1,4.8,0,2.6,曇,曇、雷を伴う
2020/8/3,32.6,25.8,0.0,0,0,1,0,1,3.1,0,2.6,曇、雷を伴う,曇時々晴
2020/8/4,34.4,26.3,0.0,0,0,1,0,1,4.4,0,2.2,曇時々晴,曇
2020/8/5,35.0,26.1,0,1,0,1,0,1,10.0,0,2.4,薄曇,晴時々薄曇
2020/8/6,34.5,25.4,0,1,0,1,0,1,8.9,0,2.5,晴時々薄曇,曇時々晴
2020/8/7,32.9,24.5,5.0,0,0,1,0,1,1.0,0,1.8,曇、雷を伴う,曇一時雨、雷を伴う
2020/8/8,34.1,24.7,0.0,0,0,1,0,1,4.8,0,2.2,曇,薄曇
2020/8/9,35.0,26.6,0.0,0,0,1,0,1,7.4,0,2.5,薄曇,晴時々曇
2020/8/10,36.7,26.9,0,1,0,1,0,1,9.4,0,3.4,薄曇一時晴,晴一時曇
2020/8/11,36.2,27.5,0.0,0,0,1,0,1,9.6,0,3.4,晴一時曇,晴後一時曇
2020/8/12,36.0,28.5,0,1,0,1,0,1,9.0,0,3.3,薄曇一時晴,薄曇時々晴
2020/8/13,33.8,26.1,5.0,0,0,1,0,1,6.7,0,3.0,曇一時雨、雷を伴う,晴時々薄曇
2020/8/14,37.4,26.2,0,1,0,1,0,1,11.6,0,2.8,晴一時薄曇,快晴
2020/8/15,37.6,28.2,0,1,0,1,0,1,11.8,0,3.5,快晴,快晴
2020/8/16,38.2,27.8,0,1,0,1,0,1,12.8,0,4.4,晴,晴時々薄曇
2020/8/17,38.1,27.8,0,1,0,1,0,1,12.0,0,3.8,薄曇時々晴,晴一時薄曇
2020/8/18,37.4,28.1,0,1,0,1,0,1,11.9,0,4.0,薄曇,曇
2020/8/19,36.6,28.2,0,1,0,1,0,1,9.2,0,2.9,薄曇一時晴,薄曇時々晴
2020/8/20,37.6,27.8,0,1,0,1,0,1,9.6,0,2.7,晴,晴時々曇
2020/8/21,37.2,27.4,0.0,0,0,1,0,1,8.9,0,2.4,晴、雷を伴う,晴後時々曇、雷を伴う
2020/8/22,37.0,25.1,0.0,0,0,1,0,1,8.2,0,2.6,晴後一時雨、雷を伴う,曇後一時晴
2020/8/23,35.8,24.2,0,1,0,1,0,1,8.9,0,2.5,曇時々晴,晴一時曇
2020/8/24,36.9,25.3,0,1,0,1,0,1,11.3,0,2.7,晴,晴時々曇
2020/8/25,36.0,26.2,0,1,0,1,0,1,9.0,0,3.0,晴一時曇,晴一時曇
2020/8/26,36.5,26.3,0,1,0,1,0,1,9.6,0,2.7,晴,晴後曇
2020/8/27,36.7,27.2,0.0,0,0,1,0,1,6.8,0,3.1,曇後晴,曇時々晴
2020/8/28,33.7,27.4,3.0,0,0,1,0,1,5.9,0,3.6,晴時々雨,晴時々曇
2020/8/29,36.9,27.2,0.0,0,0,1,0,1,10.1,0,2.5,晴,晴
2020/8/30,37.1,27.2,0,1,0,1,0,1,9.4,0,2.5,晴,曇後一時晴、雷を伴う
2020/8/31,37.8,27.2,0.0,0,0,1,0,1,8.9,0,2.7,晴後一時薄曇,曇後一時晴、雷を伴う
2020/9/1,33.6,26.1,5.5,0,0,1,0,1,0.9,0,2.4,曇一時雨,晴一時曇
2020/9/2,35.7,25.6,14.5,0,0,1,0,1,7.3,0,3.5,晴時々曇,晴時々雨
2020/9/3,31.1,25.7,6.5,0,0,1,0,1,1.0,0,4.8,曇時々雨,曇時々雨、雷を伴う
2020/9/4,29.4,24.1,69.0,0,0,1,0,1,1.2,0,1.9,曇時々大雨、雷を伴う,曇後晴
2020/9/5,35.6,23.7,0.0,0,0,1,0,1,11.1,0,2.4,晴,曇時々晴、雷を伴う
2020/9/6,34.5,24.9,1.0,0,0,1,0,1,6.9,0,3.8,曇時々晴,曇時々雨
2020/9/7,30.7,25.3,28.5,0,0,1,0,1,1.1,0,6.3,曇時々雨、雷を伴う,晴一時曇
2020/9/8,33.5,26.1,1.5,0,0,1,0,1,7.2,0,4.7,晴時々曇一時雨,晴時々曇
2020/9/9,34.0,22.8,9.5,0,0,1,0,1,5.7,0,2.1,晴時々曇一時雨、雷を伴う,曇時々雨、雷を伴う
2020/9/10,27.8,22.0,38.5,0,0,1,0,1,1.4,0,2.1,曇時々雨,曇時々雨、雷を伴う
2020/9/11,31.2,23.6,13.5,0,0,1,0,1,5.5,0,2.0,曇時々雨、雷を伴う,晴時々曇一時雨
2020/9/12,32.0,23.6,1.0,0,0,1,0,1,6.7,0,2.5,晴時々曇,曇一時晴後時々雨
2020/9/13,28.7,23.6,7.5,0,0,1,0,1,0.0,0,2.9,雨後曇,曇後晴
2020/9/14,28.9,21.2,0,1,0,1,0,1,10.5,0,3.9,薄曇時々晴,晴
2020/9/15,29.3,19.3,0,1,0,1,0,1,9.8,0,2.4,晴時々薄曇,晴後薄曇
2020/9/16,30.4,22.4,0,1,0,1,0,1,2.2,0,2.3,曇,曇時々雨
2020/9/17,30.1,23.1,2.5,0,0,1,0,1,0.7,0,2.5,曇後一時雨,曇
2020/9/18,31.6,23.1,0.5,0,0,1,0,1,0.7,0,3.0,曇時々雨,曇時々雨
2020/9/19,29.0,21.1,1.0,0,0,1,0,1,6.3,0,3.8,晴時々曇,曇
2020/9/20,27.1,20.3,0.0,0,0,1,0,1,2.8,0,1.9,曇一時晴,曇
2020/9/21,28.8,19.6,0,1,0,1,0,1,10.0,0,2.8,晴,晴後曇
2020/9/22,27.5,20.0,0.0,0,0,1,0,1,3.9,0,2.6,曇一時晴,曇時々雨
2020/9/23,28.8,21.1,0.0,0,0,1,0,1,4.3,0,2.1,曇,曇
2020/9/24,30.9,22.4,0.0,0,0,1,0,1,3.6,0,2.3,曇,雨時々曇
2020/9/25,25.0,20.1,30.0,0,0,1,0,1,0.0,0,2.7,雨一時曇,曇一時雨後晴
2020/9/26,26.4,20.1,0.0,0,0,1,0,1,3.3,0,2.2,曇,曇
2020/9/27,27.7,19.8,0,1,0,1,0,1,9.9,0,4.8,晴,快晴
2020/9/28,28.7,17.1,0,1,0,1,0,1,11.3,0,2.7,晴,晴後曇
2020/9/29,25.6,19.7,0,1,0,1,0,1,5.5,0,2.5,薄曇,曇後晴
2020/9/30,27.7,18.7,0,1,0,1,0,1,7.7,0,2.1,薄曇一時晴,曇
2020/10/1,28.4,19.9,0.0,0,0,1,0,1,9.1,0,3.4,晴,晴
2020/10/2,27.8,17.5,0,1,0,1,0,1,6.7,0,2.2,晴一時曇,晴後曇
2020/10/3,26.0,19.7,0.0,0,0,1,0,1,1.0,0,1.6,曇,曇後一時雨
2020/10/4,25.3,21.5,0.0,0,0,1,0,1,0.1,0,1.3,曇一時雨,曇時々雨
2020/10/5,26.3,17.3,2.0,0,0,1,0,1,3.7,0,3.9,曇一時雨後晴,晴後一時曇
2020/10/6,24.7,16.1,0,1,0,1,0,1,8.5,0,3.9,晴一時曇,晴一時曇
2020/10/7,24.6,15.9,12.0,0,0,1,0,1,4.4,0,2.4,晴後曇時々雨,雨
2020/10/8,16.5,14.9,37.0,0,0,1,0,1,0.0,0,2.5,雨,雨
2020/10/9,16.5,15.6,64.5,0,0,1,0,1,0.0,0,1.8,大雨,大雨
2020/10/10,20.0,16.1,86.0,0,0,1,0,1,0.0,0,2.4,大雨一時曇,曇後晴
2020/10/11,28.8,17.5,0,1,0,1,0,1,10.1,0,2.8,晴,晴後一時曇
2020/10/12,28.5,18.0,0,1,0,1,0,1,7.4,0,2.0,晴一時曇,晴
2020/10/13,27.2,19.0,0,1,0,1,0,1,10.9,0,4.2,晴,晴時々曇
2020/10/14,26.9,18.0,0,1,0,1,0,1,7.7,0,3.4,晴,晴一時曇
2020/10/15,25.2,16.4,0,1,0,1,0,1,10.9,0,4.1,快晴,晴後曇
2020/10/16,23.2,15.2,0.0,0,0,1,0,1,5.6,0,2.8,曇時々晴,曇後雨
2020/10/17,17.4,12.3,22.5,0,0,1,0,1,0.0,0,2.6,雨,晴時々曇一時雨
2020/10/18,18.7,10.6,0,1,0,1,0,1,4.0,0,1.9,曇後一時晴,晴後一時曇
2020/10/19,14.4,12.0,3.0,0,0,1,0,1,0.0,0,1.9,曇一時雨,晴時々曇
2020/10/20,22.6,10.0,0,1,0,1,0,1,8.3,0,2.3,晴一時曇,快晴
2020/10/21,22.2,10.1,0,1,0,1,0,1,10.1,0,1.8,晴後時々薄曇,曇
2020/10/22,21.1,15.8,0.0,0,0,1,0,1,0.0,0,2.0,曇後時々雨,雨時々曇
2020/10/23,19.1,13.8,42.0,0,0,1,0,1,0.7,0,3.1,雨後曇,快晴
2020/10/24,19.8,12.0,0.0,0,0,1,0,1,5.9,0,3.8,晴一時曇,曇時々晴
2020/10/25,19.7,11.9,0.0,0,0,1,0,1,9.5,0,3.9,晴,晴後一時曇
2020/10/26,22.3,10.5,0,1,0,1,0,1,9.7,0,3.0,晴,晴
2020/10/27,22.2,11.6,0,1,0,1,0,1,9.5,0,2.2,晴,晴
2020/10/28,19.0,10.4,0,1,0,1,0,1,3.9,0,1.5,薄曇,曇後晴
2020/10/29,21.8,11.3,0,1,0,1,0,1,10.2,0,4.0,快晴,曇時々晴
2020/10/30,20.3,11.0,0,1,0,1,0,1,10.1,0,5.0,快晴,快晴
2020/10/31,19.5,8.0,0,1,0,1,0,1,10.2,0,2.5,晴,薄曇時々晴
2020/11/1,20.1,8.5,0,1,0,1,0,1,7.2,0,1.5,薄曇,曇
2020/11/2,15.9,13.3,14.5,0,0,1,0,1,0.0,0,1.9,雨一時曇,雨後曇
2020/11/3,19.7,10.6,2.0,0,0,1,0,1,8.9,0,4.9,晴,曇一時雨後晴
2020/11/4,15.6,7.8,0,1,0,1,0,1,5.7,0,3.8,晴,快晴
2020/11/5,18.4,6.2,0,1,0,1,0,1,9.5,0,2.3,晴,晴後曇
2020/11/6,18.6,9.9,0,1,0,1,0,1,2.2,0,1.3,曇後晴,曇一時晴
2020/11/7,15.4,12.3,6.5,0,0,1,0,1,0.0,0,1.7,曇時々雨,雨後曇
2020/11/8,20.7,13.8,0,1,0,1,0,1,5.8,0,3.6,晴,晴一時曇
2020/11/9,17.0,9.7,0,1,0,1,0,1,9.2,0,4.0,晴,晴後一時雨
2020/11/10,16.3,7.6,0.0,0,0,1,0,1,7.7,0,3.5,晴,快晴
2020/11/11,16.4,6.6,0,1,0,1,0,1,10.0,0,3.3,快晴,晴時々曇
2020/11/12,18.3,8.7,0,1,0,1,0,1,6.7,0,1.9,晴時々曇,晴
2020/11/13,20.7,8.9,0,1,0,1,0,1,7.2,0,2.5,晴,快晴
2020/11/14,20.8,9.5,0,1,0,1,0,1,9.9,0,2.8,快晴,晴
2020/11/15,21.5,8.6,0,1,0,1,0,1,6.6,0,1.5,晴,薄曇一時晴
2020/11/16,22.6,11.4,0,1,0,1,0,1,9.5,0,2.5,晴一時薄曇,快晴
2020/11/17,21.8,10.2,0.0,0,0,1,0,1,9.6,0,1.8,快晴,曇時々雨
2020/11/18,23.9,13.7,0.0,0,0,1,0,1,7.2,0,1.8,晴一時曇,曇一時晴
2020/11/19,24.9,16.1,0.0,0,0,1,0,1,6.0,0,3.0,晴時々曇,曇後雨
2020/11/20,23.4,16.3,13.5,0,0,1,0,1,0.7,0,3.7,曇時々雨、雷を伴う,曇後晴
2020/11/21,17.5,10.3,0,1,0,1,0,1,9.7,0,5.0,晴,晴
2020/11/22,17.9,9.7,0.0,0,0,1,0,1,2.1,0,1.6,曇一時晴,曇時々雨
2020/11/23,19.7,10.2,0.0,0,0,1,0,1,8.6,0,4.6,晴,快晴
2020/11/24,17.7,7.8,0,1,0,1,0,1,9.8,0,2.8,晴,晴
2020/11/25,17.3,8.4,0,1,0,1,0,1,4.2,0,2.0,曇時々晴,快晴
2020/11/26,19.8,7.2,0,1,0,1,0,1,9.1,0,2.4,晴,晴時々曇
2020/11/27,18.1,9.5,0.0,0,0,1,0,1,9.2,0,2.6,晴一時薄曇,曇時々雨後一時晴
2020/11/28,16.1,7.7,0.0,0,0,1,0,1,7.5,0,4.8,晴,薄曇
2020/11/29,14.0,6.0,0,1,0,1,0,1,5.5,0,1.9,晴一時曇,曇後晴
2020/11/30,15.9,6.6,0,1,0,1,0,1,7.2,0,3.3,晴,晴
2020/12/1,15.9,5.0,0,1,0,1,0,1,9.4,0,2.8,快晴,晴
2020/12/2,16.3,5.8,0,1,0,1,0,1,5.6,0,1.9,晴一時曇,快晴
2020/12/3,16.4,7.4,0,1,0,1,0,1,7.9,0,3.9,晴,晴
2020/12/4,15.4,6.2,0,1,0,1,0,1,9.5,0,3.6,快晴,曇後一時晴
2020/12/5,15.8,6.5,0,1,0,1,0,1,9.1,0,3.1,晴,晴
2020/12/6,14.7,5.2,0,1,0,1,0,1,8.7,0,2.0,晴,快晴
2020/12/7,17.2,4.7,0,1,0,1,0,1,9.3,0,2.7,晴,晴時々曇
2020/12/8,16.2,8.0,0,1,0,1,0,1,8.1,0,3.8,晴,晴後薄曇
2020/12/9,13.9,5.9,0,1,0,1,0,1,5.3,0,1.5,薄曇時々晴,快晴
2020/12/10,15.8,3.9,0,1,0,1,0,1,8.8,0,2.2,薄曇一時晴,晴後一時薄曇
2020/12/11,16.1,5.7,0,1,0,1,0,1,5.7,0,1.4,晴時々薄曇,薄曇
2020/12/12,16.3,7.8,0,1,0,1,0,1,5.0,0,3.3,曇時々晴,晴時々曇
2020/12/13,11.7,5.8,0.0,0,0,1,0,1,2.2,0,3.2,曇一時晴,晴後曇
2020/12/14,11.4,4.4,0.0,0,0,1,0,1,2.2,0,4.1,晴時々曇,雨時々曇
2020/12/15,6.8,1.5,5.0,0,0,1,0,1,1.1,0,4.2,雨一時雪,雪時々曇
2020/12/16,6.3,0.4,5.5,0,0,1,0,0,3.9,0,4.0,曇時々みぞれ,雪後晴
2020/12/17,6.8,0.3,0.0,0,0,1,0,0,7.8,0,3.4,晴一時雪,曇時々みぞれ
2020/12/18,8.5,1.3,0.0,0,0,1,0,1,5.7,0,1.6,曇一時晴,曇一時晴
2020/12/19,9.6,2.0,0.0,0,0,1,0,1,3.9,0,3.6,曇時々晴,晴
2020/12/20,8.8,0.4,0,1,0,1,0,1,8.4,0,3.2,晴,晴一時曇
2020/12/21,9.5,0.2,0,1,0,1,0,1,6.7,0,2.4,晴時々曇,曇時々晴
2020/12/22,11.1,1.8,0.0,0,0,1,0,1,9.0,0,1.5,快晴,晴
2020/12/23,12.7,1.6,0,1,0,1,0,1,6.7,0,2.1,薄曇時々晴,晴後一時曇
2020/12/24,8.6,2.3,0.0,0,0,1,0,1,0.2,0,1.6,曇後一時雨,曇時々雨
2020/12/25,6.7,2.9,2.0,0,0,1,0,1,0.0,0,3.0,雨一時曇,晴時々曇一時雨
2020/12/26,10.4,1.4,0.0,0,0,1,0,1,4.8,0,2.6,曇時々晴,曇一時晴
2020/12/27,12.6,2.6,0.0,0,0,1,0,1,7.4,0,1.6,晴時々曇,曇一時晴後雨
2020/12/28,13.2,6.2,5.0,0,0,1,0,1,5.3,0,2.9,雨後晴,晴
2020/12/29,12.0,3.3,0,1,0,1,0,1,4.5,0,1.7,薄曇,曇後雨
2020/12/30,12.6,1.6,3.0,0,0,1,0,1,3.9,0,5.1,曇一時雨後晴,晴時々曇
2020/12/31,3.8,-0.2,1.5,0,0,1,0,0,2.2,0,3.1,雪時々曇一時晴,晴時々曇
2021/1/1,5.9,1.2,0.0,0,0,1,0,1,2.5,0,3.8,曇時々雨一時晴,晴
2021/1/2,8.3,-1.0,0.0,0,0,1,0,1,6.4,0,2.7,晴,晴時々曇
2021/1/3,7.9,1.5,0.0,0,0,1,0,1,1.2,0,2.0,曇,曇
2021/1/4,11.0,2.7,0,1,0,1,0,1,6.7,0,2.6,晴一時曇,晴後薄曇
2021/1/5,8.6,2.0,0.0,0,0,1,0,1,1.1,0,1.8,曇一時晴,曇
2021/1/6,10.7,3.9,0,1,0,1,0,1,5.4,0,2.9,曇時々晴,曇
2021/1/7,8.1,-0.9,0.0,0,0,1,0,1,4.5,0,4.9,曇一時雪,曇後晴
2021/1/8,4.1,-2.2,0,1,0,1,0,1,6.3,0,3.5,晴,快晴
2021/1/9,5.8,-3.7,0,1,0,1,0,1,8.7,0,2.4,晴,晴
2021/1/10,5.8,-1.8,0.0,0,0,1,0,1,7.7,0,2.4,晴,晴
2021/1/11,6.0,-1.0,0.0,0,0,1,0,1,2.0,0,1.8,薄曇,曇後一時雨
2021/1/12,4.4,1.2,1.5,0,0,1,0,1,0.2,0,1.8,雨時々曇,晴
2021/1/13,10.1,-0.6,0,1,0,1,0,1,9.4,0,2.2,晴,晴
2021/1/14,12.3,0.6,0.0,0,0,1,0,1,7.0,0,2.6,晴一時曇,快晴
2021/1/15,14.2,1.1,0,1,0,1,0,1,9.0,0,1.5,晴,晴
2021/1/16,12.5,2.7,0.0,0,0,1,0,1,3.6,0,2.2,曇後晴一時雨,薄曇一時晴
2021/1/17,9.1,2.4,0.0,0,0,1,0,1,1.1,0,3.2,曇後一時晴,晴
2021/1/18,8.6,0.1,0.0,0,0,1,0,1,9.3,0,3.4,晴,曇時々雨
2021/1/19,6.5,-0.2,0.0,0,0,1,0,1,6.8,0,5.5,晴,快晴
2021/1/20,9.2,-2.1,0,1,0,1,0,1,9.9,0,2.5,快晴,快晴
2021/1/21,13.1,-1.2,0,1,0,1,0,1,8.9,0,1.5,晴後一時薄曇,薄曇後一時雨
2021/1/22,11.1,4.5,0.5,0,0,1,0,1,0.0,0,1.8,雨時々曇,曇時々雨
2021/1/23,8.9,7.4,19.0,0,0,1,0,1,0.0,0,2.4,雨,雨
2021/1/24,10.2,7.0,10.5,0,0,1,0,1,0.0,0,2.5,雨,曇後晴
2021/1/25,15.4,4.8,0,1,0,1,0,1,9.3,0,2.4,晴,晴
2021/1/26,15.4,3.9,8.0,0,0,1,0,1,6.6,0,2.0,薄曇一時晴,雨時々曇
2021/1/27,15.1,6.7,15.0,0,0,1,0,1,6.7,0,4.9,晴時々曇,晴後曇
2021/1/28,10.2,5.1,0.0,0,0,1,0,1,0.0,0,1.9,曇,晴時々曇後一時雨
2021/1/29,7.7,0.0,1.5,0,0,1,0,0,4.9,0,6.1,晴後雪,曇時々晴一時雪
2021/1/30,6.8,-1.2,0.5,0,2,0,2,0,6.8,0,3.1,晴後時々曇,曇後一時雨
2021/1/31,10.9,2.2,0.0,0,0,1,0,1,9.7,0,3.2,晴,快晴
2021/2/1,10.1,-0.3,0.0,0,0,1,0,1,2.7,0,1.5,曇時々晴一時雨,曇後雨
2021/2/2,13.8,3.9,11.5,0,0,1,0,1,6.3,0,4.4,晴一時曇,晴時々曇
2021/2/3,6.5,2.2,0.0,0,0,1,0,1,1.6,0,4.0,曇時々雨後晴,晴
2021/2/4,6.5,0.4,0.0,0,0,1,0,1,2.5,0,2.6,曇一時みぞれ,晴一時曇
2021/2/5,11.0,0.0,0,1,0,1,0,1,7.9,0,1.8,曇時々晴,曇
2021/2/6,15.1,3.4,0,1,0,1,0,1,9.8,0,2.2,快晴,晴
2021/2/7,14.5,4.7,0.0,0,0,1,0,1,6.1,0,3.1,晴後時々曇,晴後一時雨
2021/2/8,10.7,2.3,0.0,0,0,1,0,1,5.8,0,3.9,晴一時曇,晴
2021/2/9,8.2,-0.4,0,1,0,1,0,1,6.0,0,4.2,晴一時曇,曇
2021/2/10,11.7,3.1,0.0,0,0,1,0,1,6.6,0,3.1,曇後晴,曇時々晴
2021/2/11,14.2,3.6,0.0,0,0,1,0,1,9.7,0,4.1,晴後一時薄曇,薄曇
2021/2/12,15.7,4.6,0.0,0,0,1,0,1,2.3,0,1.7,曇,曇
2021/2/13,17.6,8.4,0,1,0,1,0,1,2.7,0,1.7,晴時々曇,晴後曇
2021/2/14,19.3,10.2,0.0,0,0,1,0,1,3.3,0,2.3,曇時々晴,曇後一時雨
2021/2/15,15.5,10.0,34.0,0,0,1,0,1,0.9,0,4.9,大雨後晴,曇時々晴一時雨
2021/2/16,10.5,5.0,0.0,0,0,1,0,1,3.7,0,5.4,曇後晴,曇時々晴
2021/2/17,8.4,-0.5,0,1,0,1,0,1,5.4,0,5.4,晴一時曇,晴後雪
2021/2/18,5.4,-1.8,0.5,0,1,0,1,0,3.0,0,3.6,曇時々雪,晴
2021/2/19,9.2,-1.2,0,1,0,1,0,1,6.1,0,2.6,曇後晴,快晴
2021/2/20,14.0,-0.2,0,1,0,1,0,1,10.1,0,1.4,快晴,晴
2021/2/21,19.1,4.0,0,1,0,1,0,1,10.0,0,1.3,快晴,快晴
2021/2/22,21.0,5.6,0,1,0,1,0,1,10.5,0,1.4,快晴,晴時々曇
2021/2/23,13.8,4.2,0.0,0,0,1,0,1,5.4,0,5.9,晴時々薄曇,晴時々薄曇
2021/2/24,11.1,2.0,0,1,0,1,0,1,10.7,0,5.8,晴,晴
2021/2/25,13.1,0.0,0,1,0,1,0,1,9.3,0,2.3,薄曇時々晴,曇
2021/2/26,10.9,7.0,0.5,0,0,1,0,1,0.0,0,3.8,雨後曇,曇
2021/2/27,13.4,4.3,0,1,0,1,0,1,9.8,0,4.5,薄曇後一時晴,曇時々晴
2021/2/28,14.7,3.7,0,1,0,1,0,1,6.6,0,1.8,晴後曇,曇一時晴
2021/3/1,18.3,8.2,0.5,0,0,1,0,1,4.2,0,2.7,曇時々晴,曇時々雨
2021/3/2,16.5,5.5,20.5,0,0,1,0,1,0.5,0,6.2,雨後曇,快晴
2021/3/3,13.0,2.8,0,1,0,1,0,1,10.7,0,4.7,晴後一時薄曇,曇一時晴
2021/3/4,15.4,6.9,0.0,0,0,1,0,1,1.3,0,1.6,曇一時雨,曇後時々雨
2021/3/5,14.0,9.7,14.5,0,0,1,0,1,0.0,0,2.0,雨一時曇,雨後曇
2021/3/6,19.9,7.4,0.0,0,0,1,0,1,6.8,0,5.3,薄曇時々晴,曇時々晴
2021/3/7,10.5,4.2,0.0,0,0,1,0,1,3.6,0,2.7,曇,雨時々曇
2021/3/8,14.6,6.1,6.5,0,0,1,0,1,2.9,0,2.6,曇一時雨,晴後一時曇
2021/3/9,14.8,4.6,0,1,0,1,0,1,1.8,0,1.6,曇,晴時々曇
2021/3/10,17.5,6.0,0,1,0,1,0,1,11.0,0,5.3,快晴,快晴
2021/3/11,18.2,3.7,0,1,0,1,0,1,9.3,0,2.3,晴後薄曇,薄曇
2021/3/12,12.6,8.4,28.5,0,0,1,0,1,0.0,0,2.1,曇後雨、雷を伴う,大雨、雷を伴う
2021/3/13,14.7,8.4,51.5,0,0,1,0,1,2.2,0,5.0,雨後一時晴、雷を伴う,快晴
2021/3/14,15.3,7.1,0,1,0,1,0,1,11.2,0,6.8,晴,快晴
2021/3/15,18.1,4.2,0,1,0,1,0,1,10.6,0,3.8,晴,薄曇
2021/3/16,14.5,6.6,0.0,0,0,1,0,1,0.8,0,1.9,曇時々雨,晴時々曇
2021/3/17,18.4,6.7,0,1,0,1,0,1,10.3,0,5.3,晴後薄曇,晴
2021/3/18,20.4,4.3,0,1,0,1,0,1,11.2,0,2.7,快晴,晴
2021/3/19,21.8,6.9,0,1,0,1,0,1,10.7,0,2.8,晴後薄曇,晴
2021/3/20,21.0,9.4,2.0,0,0,1,0,1,5.8,0,3.4,曇,雨
2021/3/21,19.0,11.0,27.5,0,0,1,0,1,0.0,0,5.0,雨,曇後一時晴
2021/3/22,13.8,6.5,0,1,0,1,0,1,9.8,0,6.4,晴,快晴
2021/3/23,16.3,4.0,0,1,0,1,0,1,11.6,0,2.9,快晴,快晴
2021/3/24,19.8,5.5,0,1,0,1,0,1,11.1,0,2.2,晴後薄曇,晴後曇
2021/3/25,16.1,9.9,1.5,0,0,1,0,1,0.8,0,2.0,曇時々雨,快晴
