ダウンロードした時刻：2024/11/27 12:12:43

,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪
2020/6/23,32.9,20.7,0,1,0,1,0,1,12.9,0,1.9,晴,晴
2020/6/24,31.4,22.6,0.0,0,0,1,0,1,12.7,0,2.3,晴後時々薄曇,曇後一時晴
2020/6/25,27.4,23.2,1.5,0,0,1,0,1,0.1,0,1.8,曇一時雨,曇
2020/6/26,31.4,25.0,0.0,0,0,1,0,1,7.3,0,2.5,曇時々晴,晴一時薄曇
2020/6/27,29.4,24.6,0.0,0,0,1,0,1,1.7,0,2.2,曇,曇後雨
2020/6/28,27.7,22.4,6.5,0,0,1,0,1,2.0,0,2.2,曇一時雨,晴
2020/6/29,31.1,20.5,0.0,0,0,1,0,1,9.4,0,1.9,晴後薄曇,曇後雨
2020/6/30,27.7,21.3,29.5,0,0,1,0,1,0.0,0,3.9,雨,曇時々雨
2020/7/1,29.0,23.3,6.0,0,0,1,0,1,4.7,0,4.0,曇時々晴,晴一時曇
2020/7/2,28.0,21.7,0,1,0,1,0,1,7.4,0,2.9,晴時々曇,曇
2020/7/3,23.3,20.5,38.5,0,0,1,0,1,0.0,0,2.4,雨一時曇,大雨
2020/7/4,28.1,20.3,31.0,0,0,1,0,1,0.3,0,3.6,曇時々雨,曇
2020/7/5,29.9,22.9,7.5,0,0,1,0,1,6.5,0,2.0,曇一時雨後時々晴,曇時々雨
2020/7/6,28.0,23.6,41.0,0,0,1,0,1,0.0,0,4.0,雨,雨時々曇
2020/7/7,29.1,23.2,9.5,0,0,1,0,1,0.1,0,3.6,雨時々曇,大雨一時曇、雷を伴う
2020/7/8,29.9,21.9,62.0,0,0,1,0,1,3.5,0,1.8,曇時々雨、雷を伴う,曇時々雨
2020/7/9,27.6,23.4,3.0,0,0,1,0,1,0.1,0,1.6,曇時々雨,曇後雨
2020/7/10,29.1,23.5,21.5,0,0,1,0,1,0.5,0,1.5,雨時々曇,曇時々雨
2020/7/11,29.7,25.2,9.5,0,0,1,0,1,0.9,0,3.1,曇時々雨,曇一時雨
2020/7/12,29.6,22.2,0.0,0,0,1,0,1,2.7,0,3.2,曇,曇時々雨
2020/7/13,22.3,19.5,16.5,0,0,1,0,1,0.0,0,1.8,雨,雨
2020/7/14,26.7,21.0,49.5,0,0,1,0,1,0.4,0,2.8,大雨後曇,曇
2020/7/15,27.3,21.7,2.5,0,0,1,0,1,2.3,0,3.3,曇,曇一時雨
2020/7/16,30.5,21.6,0,1,0,1,0,1,6.0,0,2.0,曇一時晴,曇時々晴
2020/7/17,27.5,22.1,8.5,0,0,1,0,1,0.6,0,3.0,雨時々曇,雨時々曇
2020/7/18,30.7,22.7,1.0,0,0,1,0,1,6.6,0,2.0,曇後一時晴,曇
2020/7/19,32.8,24.7,0,1,0,1,0,1,8.5,0,1.9,晴後曇,曇
2020/7/20,33.4,25.3,0.0,0,0,1,0,1,9.3,0,1.9,薄曇,薄曇
2020/7/21,34.4,26.5,2.5,0,0,1,0,1,8.6,0,2.3,曇,曇一時雨
2020/7/22,33.2,25.7,0.5,0,0,1,0,1,7.1,0,2.2,曇一時晴,雨後曇
2020/7/23,29.3,25.3,0.0,0,0,1,0,1,0.1,0,2.8,曇,曇
2020/7/24,30.3,24.0,15.0,0,0,1,0,1,0.0,0,2.0,曇時々雨,大雨、雷を伴う
2020/7/25,28.0,22.9,46.5,0,0,1,0,1,0.0,0,1.7,雨一時曇,曇時々雨
2020/7/26,27.2,23.4,16.0,0,0,1,0,1,0.0,0,1.2,雨一時曇,曇時々晴後時々雨
2020/7/27,30.7,23.0,1.5,0,0,1,0,1,1.6,0,1.8,曇一時雨,曇
2020/7/28,32.0,25.8,0.5,0,0,1,0,1,2.5,0,2.6,曇一時晴後時々雨,曇
2020/7/29,32.9,26.1,0.0,0,0,1,0,1,5.1,0,2.2,曇時々晴後一時雨,曇一時雨
2020/7/30,33.5,25.9,6.0,0,0,1,0,1,3.5,0,1.9,曇時々晴後時々雨、雷を伴う,晴後一時曇
2020/7/31,33.1,25.1,17.0,0,0,1,0,1,6.3,0,2.2,晴時々曇後一時雨,晴一時曇
2020/8/1,33.8,24.4,0,1,0,1,0,1,11.3,0,1.9,晴時々薄曇,晴後時々曇
2020/8/2,33.9,26.2,0,1,0,1,0,1,7.7,0,2.0,曇時々晴,曇後晴
2020/8/3,33.5,26.3,0.0,0,0,1,0,1,6.1,0,2.0,曇,曇時々晴
2020/8/4,34.7,26.5,0,1,0,1,0,1,5.7,0,1.8,曇時々晴,曇
2020/8/5,33.9,26.0,0,1,0,1,0,1,10.1,0,1.9,薄曇後一時晴,快晴
2020/8/6,34.1,26.5,0,1,0,1,0,1,10.7,0,2.3,晴時々薄曇,晴後曇
2020/8/7,33.6,27.4,0,1,0,1,0,1,4.6,0,2.3,曇,曇
2020/8/8,33.6,27.7,0.0,0,0,1,0,1,5.4,0,2.6,薄曇,曇
2020/8/9,34.8,27.9,0,1,0,1,0,1,9.5,0,3.0,薄曇後一時晴,曇後一時晴
2020/8/10,37.1,28.5,0.0,0,0,1,0,1,9.0,0,3.1,晴,晴後一時曇
2020/8/11,35.4,29.7,0.0,0,0,1,0,1,10.4,0,3.4,晴,曇時々晴
2020/8/12,35.3,27.8,0,1,0,1,0,1,9.5,0,2.8,晴,晴時々曇
2020/8/13,34.5,28.8,0.0,0,0,1,0,1,7.8,0,2.8,曇後晴,晴時々曇
2020/8/14,35.9,28.0,0,1,0,1,0,1,12.0,0,2.5,薄曇後晴,快晴
2020/8/15,36.6,28.7,0,1,0,1,0,1,12.5,0,2.5,晴,晴
2020/8/16,37.7,28.2,0,1,0,1,0,1,11.5,0,2.3,晴,晴
2020/8/17,37.1,28.5,0,1,0,1,0,1,12.6,0,2.7,晴一時薄曇,晴
2020/8/18,37.1,28.2,0,1,0,1,0,1,12.2,0,3.2,薄曇時々晴,晴
2020/8/19,37.4,26.4,0,1,0,1,0,1,12.6,0,2.6,晴一時薄曇,晴
2020/8/20,37.4,28.6,0,1,0,1,0,1,12.1,0,2.2,晴時々薄曇,晴
2020/8/21,38.6,25.1,16.0,0,0,1,0,1,9.6,0,2.1,晴後一時雨、雷を伴う,晴時々曇一時雨、雷を伴う
2020/8/22,37.4,26.4,0.0,0,0,1,0,1,8.9,0,3.0,晴後一時雨、雷を伴う,曇一時晴
2020/8/23,35.8,25.2,0,1,0,1,0,1,11.2,0,2.5,晴時々薄曇,曇後晴、雷を伴う
2020/8/24,35.7,27.8,0.0,0,0,1,0,1,8.9,0,2.2,晴一時曇,晴
2020/8/25,36.0,27.5,0,1,0,1,0,1,11.0,0,2.1,晴,晴
2020/8/26,37.0,26.7,0,1,0,1,0,1,12.0,0,2.1,晴,晴
2020/8/27,35.4,26.3,40.5,0,0,1,0,1,5.1,0,1.7,晴後曇時々大雨、雷を伴う,曇後一時雨
2020/8/28,33.4,25.9,0.0,0,0,1,0,1,4.1,0,1.7,曇一時雨後晴,曇時々晴一時大雨
2020/8/29,36.7,25.5,40.0,0,0,1,0,1,12.1,0,2.1,晴,曇時々晴、雷を伴う
2020/8/30,37.0,26.7,18.0,0,0,1,0,1,9.4,0,2.0,晴後一時雨,晴時々薄曇一時雨、雷を伴う
2020/8/31,37.6,26.5,0.0,0,0,1,0,1,10.7,0,2.2,晴後一時雨、雷を伴う,晴時々曇、雷を伴う
2020/9/1,35.6,27.0,5.0,0,0,1,0,1,7.4,0,2.6,晴後曇一時雨、雷を伴う,晴時々曇
2020/9/2,34.8,27.4,1.5,0,0,1,0,1,3.3,0,2.9,曇一時晴後一時雨、雷を伴う,曇後時々晴
2020/9/3,32.8,28.4,0.0,0,0,1,0,1,0.5,0,3.0,曇一時雨,曇後時々晴
2020/9/4,32.2,25.8,3.5,0,0,1,0,1,2.8,0,1.8,曇時々雨一時晴,曇後一時雨
2020/9/5,35.9,25.6,0.5,0,0,1,0,1,9.0,0,2.2,晴後一時曇、雷を伴う,晴時々曇一時雨、雷を伴う
2020/9/6,34.0,24.7,10.0,0,0,1,0,1,5.1,0,3.5,曇時々晴一時雨,雨時々曇
2020/9/7,32.7,25.0,7.5,0,0,1,0,1,5.2,0,4.0,曇一時雨後晴,晴
2020/9/8,33.2,26.2,0.0,0,0,1,0,1,9.4,0,2.8,晴,晴後一時曇
2020/9/9,28.0,24.0,1.5,0,0,1,0,1,0.5,0,1.5,曇時々雨,曇時々雨
2020/9/10,29.6,22.5,2.5,0,0,1,0,1,2.1,0,1.5,曇時々雨,晴時々曇
2020/9/11,30.3,24.2,0.0,0,0,1,0,1,1.1,0,1.9,曇、雷を伴う,晴一時曇
2020/9/12,33.7,24.9,0.0,0,0,1,0,1,9.2,0,2.1,晴後時々曇,曇後雨、雷を伴う
2020/9/13,29.2,23.5,1.5,0,0,1,0,1,0.7,0,2.8,曇,晴時々曇
2020/9/14,27.9,21.7,0,1,0,1,0,1,5.8,0,2.8,曇一時晴,晴
2020/9/15,30.2,20.0,0,1,0,1,0,1,11.5,0,1.9,薄曇後晴,晴後曇
2020/9/16,29.7,22.7,0,1,0,1,0,1,1.6,0,1.9,曇,曇
2020/9/17,31.6,24.5,0.0,0,0,1,0,1,0.9,0,2.4,曇,曇後一時雨
2020/9/18,31.6,23.4,0.0,0,0,1,0,1,1.2,0,3.4,曇一時雨,曇
2020/9/19,28.9,22.5,0.0,0,0,1,0,1,7.7,0,2.6,晴一時曇,曇一時晴
2020/9/20,27.3,21.4,0.0,0,0,1,0,1,2.1,0,1.9,曇一時雨,曇後時々晴
2020/9/21,28.8,20.4,0,1,0,1,0,1,9.5,0,3.2,晴,晴一時薄曇
2020/9/22,29.1,18.8,0.0,0,0,1,0,1,5.4,0,3.6,曇時々晴,雨後曇
2020/9/23,30.1,21.0,0.0,0,0,1,0,1,4.9,0,3.8,曇一時晴,曇一時晴
2020/9/24,28.5,22.8,0.0,0,0,1,0,1,0.6,0,1.7,曇一時雨,雨一時曇
2020/9/25,22.9,20.4,64.0,0,0,1,0,1,0.0,0,2.6,大雨,曇一時晴
2020/9/26,25.0,20.9,0.0,0,0,1,0,1,0.3,0,1.8,曇,曇
2020/9/27,26.0,19.5,0.0,0,0,1,0,1,5.9,0,2.6,晴時々曇,晴一時曇
2020/9/28,26.7,17.9,0.0,0,0,1,0,1,8.3,0,2.7,晴一時曇,晴時々薄曇
2020/9/29,28.4,18.1,0,1,0,1,0,1,8.2,0,2.7,薄曇時々晴,晴一時曇
2020/9/30,26.3,18.3,0.5,0,0,1,0,1,4.4,0,2.2,曇,曇時々雨一時晴
2020/10/1,27.7,17.7,2.0,0,0,1,0,1,11.1,0,2.8,晴,快晴
2020/10/2,27.8,17.1,0,1,0,1,0,1,11.2,0,1.8,快晴,晴後曇
2020/10/3,27.3,19.6,0.0,0,0,1,0,1,4.3,0,1.5,曇時々晴,曇
2020/10/4,27.4,21.7,0.0,0,0,1,0,1,0.4,0,1.6,曇,曇一時晴後一時雨
2020/10/5,26.4,17.2,0.0,0,0,1,0,1,4.4,0,3.1,曇後晴,晴後一時曇
2020/10/6,24.7,16.0,0,1,0,1,0,1,6.9,0,2.5,曇後晴,晴後一時曇
2020/10/7,24.3,15.6,5.0,0,0,1,0,1,2.9,0,3.2,曇時々晴後一時雨,雨
2020/10/8,16.9,15.1,42.0,0,0,1,0,1,0.0,0,3.5,雨,雨
2020/10/9,20.1,16.7,55.5,0,0,1,0,1,0.0,0,4.5,大雨,大雨
2020/10/10,24.3,18.1,34.5,0,0,1,0,1,1.2,0,4.1,雨時々曇,曇後時々晴
2020/10/11,25.9,19.4,0.0,0,0,1,0,1,2.2,0,1.7,曇時々晴,晴時々曇
2020/10/12,27.6,18.5,0,1,0,1,0,1,10.5,0,1.9,晴,晴時々曇
2020/10/13,26.5,18.3,0,1,0,1,0,1,7.5,0,2.7,晴一時曇,快晴
2020/10/14,25.8,16.6,0,1,0,1,0,1,9.1,0,2.4,晴,晴
2020/10/15,23.1,16.5,0,1,0,1,0,1,10.6,0,3.9,晴,晴後曇
2020/10/16,23.1,16.1,0.0,0,0,1,0,1,5.2,0,2.6,曇時々晴一時雨,雨時々曇
2020/10/17,17.7,11.9,26.0,0,0,1,0,1,0.0,0,2.1,雨,曇一時晴
2020/10/18,20.9,10.8,0,1,0,1,0,1,6.6,0,1.4,曇後晴,晴後曇
2020/10/19,16.8,13.9,1.0,0,0,1,0,1,0.0,0,1.3,曇一時雨,晴時々曇
2020/10/20,23.7,12.0,0,1,0,1,0,1,9.1,0,1.9,晴一時薄曇,快晴
2020/10/21,25.1,13.3,0,1,0,1,0,1,8.8,0,2.3,晴後曇,曇
2020/10/22,22.4,17.6,0.5,0,0,1,0,1,1.6,0,2.9,曇後雨,雨一時曇
2020/10/23,19.8,14.6,38.5,0,0,1,0,1,0.0,0,2.0,雨後曇一時晴,晴後一時曇
2020/10/24,19.8,13.7,0,1,0,1,0,1,9.1,0,3.0,晴,快晴
2020/10/25,19.3,10.2,0,1,0,1,0,1,10.1,0,1.9,快晴,晴一時薄曇
2020/10/26,21.7,11.3,0,1,0,1,0,1,9.6,0,1.5,晴,晴後薄曇
2020/10/27,22.5,11.4,0,1,0,1,0,1,10.2,0,1.7,晴一時薄曇,晴後時々薄曇
2020/10/28,21.4,11.8,0,1,0,1,0,1,4.3,0,1.4,曇,曇後晴
2020/10/29,22.0,13.8,0,1,0,1,0,1,8.8,0,2.3,晴,晴一時薄曇
2020/10/30,18.7,12.0,0.0,0,0,1,0,1,6.8,0,2.7,晴後一時曇,晴
2020/10/31,20.1,9.4,0,1,0,1,0,1,10.3,0,1.3,快晴,晴
2020/11/1,22.4,11.6,0,1,0,1,0,1,5.7,0,2.5,曇後一時晴,曇一時晴
2020/11/2,17.7,14.7,24.0,0,0,1,0,1,0.0,0,1.6,雨一時曇,雨後曇
2020/11/3,19.4,11.0,1.5,0,0,1,0,1,6.9,0,2.7,晴,晴
2020/11/4,17.0,9.8,0,1,0,1,0,1,8.7,0,2.2,晴,晴
2020/11/5,18.3,7.9,0,1,0,1,0,1,9.5,0,1.2,晴,曇一時晴
2020/11/6,20.6,11.5,0.0,0,0,1,0,1,5.1,0,1.3,曇後晴,曇一時晴
2020/11/7,18.5,14.1,10.0,0,0,1,0,1,0.0,0,1.7,曇時々雨,雨一時曇後晴
2020/11/8,21.2,14.7,0,1,0,1,0,1,6.1,0,1.9,晴後時々曇,晴時々曇
2020/11/9,17.6,11.1,0,1,0,1,0,1,5.6,0,2.6,晴,晴
2020/11/10,16.5,9.8,0.0,0,0,1,0,1,5.9,0,2.0,晴後一時曇,晴
2020/11/11,14.8,8.2,0.0,0,0,1,0,1,4.7,0,1.6,晴一時曇,快晴
2020/11/12,19.2,7.9,0,1,0,1,0,1,7.9,0,2.2,晴一時曇,晴後一時曇
2020/11/13,17.5,11.9,0.0,0,0,1,0,1,0.0,0,1.6,曇一時雨後時々晴,晴
2020/11/14,20.1,10.3,0,1,0,1,0,1,9.8,0,2.2,快晴,晴
2020/11/15,21.9,9.4,0,1,0,1,0,1,9.8,0,1.4,晴後一時薄曇,晴一時薄曇
2020/11/16,22.0,12.7,0,1,0,1,0,1,6.5,0,1.5,薄曇後時々晴,晴
2020/11/17,22.7,12.3,0,1,0,1,0,1,9.4,0,1.6,快晴,晴後一時曇
2020/11/18,24.2,14.1,0,1,0,1,0,1,9.1,0,1.4,晴後薄曇,薄曇後晴
2020/11/19,26.6,15.1,0,1,0,1,0,1,8.0,0,1.9,晴,曇時々雨
2020/11/20,23.3,16.6,5.0,0,0,1,0,1,0.5,0,2.3,曇時々雨,曇時々晴
2020/11/21,16.9,10.5,0.0,0,0,1,0,1,7.0,0,2.9,晴一時曇,快晴
2020/11/22,18.9,9.0,3.5,0,0,1,0,1,4.8,0,1.3,晴後曇,曇時々雨一時晴
2020/11/23,17.6,10.7,0.5,0,0,1,0,1,3.2,0,2.6,晴時々曇,快晴
2020/11/24,16.8,8.8,0,1,0,1,0,1,9.7,0,1.9,快晴,晴後一時曇
2020/11/25,15.1,9.8,0,1,0,1,0,1,0.0,0,1.5,曇後一時晴,快晴
2020/11/26,18.6,8.1,0,1,0,1,0,1,8.4,0,1.6,晴,曇時々晴
2020/11/27,18.6,11.5,2.5,0,0,1,0,1,7.7,0,2.1,晴時々曇,曇時々雨
2020/11/28,15.3,8.6,0.0,0,0,1,0,1,2.1,0,2.8,晴時々曇,晴時々曇
2020/11/29,14.1,7.0,0,1,0,1,0,1,5.9,0,1.5,晴一時曇,晴
2020/11/30,15.3,7.1,0,1,0,1,0,1,5.2,0,1.5,晴後薄曇,晴一時薄曇
2020/12/1,14.5,7.0,0,1,0,1,0,1,6.7,0,1.2,晴,晴
2020/12/2,16.2,6.5,0,1,0,1,0,1,9.6,0,1.1,晴,晴
2020/12/3,16.0,7.5,0,1,0,1,0,1,4.4,0,1.9,晴時々曇,晴
2020/12/4,14.6,7.8,0,1,0,1,0,1,9.5,0,2.2,晴,晴
2020/12/5,14.8,5.8,0,1,0,1,0,1,9.5,0,1.4,晴,晴
2020/12/6,15.2,5.8,0,1,0,1,0,1,9.5,0,1.0,快晴,快晴
2020/12/7,16.0,5.9,0,1,0,1,0,1,7.6,0,1.4,晴後時々曇,晴
2020/12/8,15.7,8.2,0,1,0,1,0,1,7.4,0,1.8,晴,晴後一時薄曇
2020/12/9,13.9,7.5,0,1,0,1,0,1,5.9,0,1.0,薄曇時々晴,快晴
2020/12/10,16.0,6.0,0,1,0,1,0,1,7.2,0,1.5,晴後曇,曇
2020/12/11,17.0,8.4,0,1,0,1,0,1,6.2,0,1.2,晴時々薄曇,曇
2020/12/12,15.9,10.5,0.0,0,0,1,0,1,3.1,0,1.7,曇時々晴,晴時々曇
2020/12/13,12.7,8.9,0,1,0,1,0,1,2.3,0,2.1,曇時々晴,晴後曇
2020/12/14,12.4,5.9,0.0,0,0,1,0,1,1.6,0,3.4,曇,晴
2020/12/15,8.8,3.4,0,1,0,1,0,1,7.1,0,4.1,晴一時曇,晴
2020/12/16,8.1,2.6,0,1,0,1,0,1,8.3,0,4.6,晴,晴
2020/12/17,8.1,1.3,0.0,0,0,1,0,1,5.7,0,1.9,晴後時々曇,晴後一時曇
2020/12/18,10.3,2.3,0,1,0,1,0,1,7.2,0,2.6,晴時々薄曇,晴後一時薄曇
2020/12/19,9.0,4.3,0.0,0,0,1,0,1,1.5,0,2.4,曇時々雨一時晴,快晴
2020/12/20,8.0,2.0,0.0,0,0,1,0,1,4.2,0,1.6,曇時々晴,晴
2020/12/21,10.4,2.1,0,1,0,1,0,1,6.9,0,1.6,晴,快晴
2020/12/22,11.6,2.1,0.0,0,0,1,0,1,8.8,0,1.7,晴,晴一時雨
2020/12/23,12.4,4.1,0,1,0,1,0,1,8.1,0,1.5,晴後薄曇,晴一時曇
2020/12/24,9.3,4.9,1.5,0,0,1,0,1,0.0,0,1.2,曇後雨,曇
2020/12/25,12.2,5.8,0,1,0,1,0,1,5.3,0,3.1,晴,晴
2020/12/26,11.0,4.2,0,1,0,1,0,1,5.0,0,1.8,薄曇後晴,晴後時々薄曇
2020/12/27,12.5,3.1,0.5,0,0,1,0,1,6.6,0,1.2,晴時々曇,雨時々曇
2020/12/28,13.2,6.2,4.5,0,0,1,0,1,4.9,0,1.8,晴一時雨,晴後一時薄曇
2020/12/29,13.3,4.7,0,1,0,1,0,1,5.3,0,1.3,薄曇後時々晴,曇時々晴後雨
2020/12/30,12.4,2.4,12.0,0,0,1,0,1,4.3,0,3.3,晴時々曇一時雨,晴時々曇一時みぞれ
2020/12/31,6.8,1.9,0.0,0,0,1,0,1,7.3,0,4.0,晴,快晴
2021/1/1,7.6,2.3,0,1,0,1,0,1,6.6,0,3.6,晴後時々曇,快晴
2021/1/2,9.2,3.3,0,1,0,1,0,1,8.9,0,2.9,晴,快晴
2021/1/3,9.2,3.9,0,1,0,1,0,1,5.4,0,2.5,晴時々曇,曇
2021/1/4,10.0,3.0,0,1,0,1,0,1,8.5,0,1.5,晴,晴後薄曇
2021/1/5,8.9,3.0,0,1,0,1,0,1,0.1,0,1.2,曇,曇
2021/1/6,8.9,4.5,0.0,0,0,1,0,1,6.4,0,3.0,薄曇時々晴,曇
2021/1/7,7.5,-1.2,1.0,0,0,1,0,1,2.7,0,4.2,曇一時雨、みぞれを伴う,晴時々薄曇
2021/1/8,2.9,-1.5,0.0,0,0,1,0,1,6.8,0,4.3,晴後一時雪,晴
2021/1/9,4.3,-1.3,0,1,0,1,0,1,8.4,0,4.0,晴,快晴
2021/1/10,6.1,-1.4,0,1,0,1,0,1,9.1,0,3.3,晴,晴後薄曇
2021/1/11,6.8,-0.3,0,1,0,1,0,1,2.5,0,1.3,曇,曇後一時雨、みぞれを伴う
2021/1/12,5.0,0.4,3.5,0,0,1,0,0,0.0,0,1.0,曇時々雪一時みぞれ,晴
2021/1/13,9.6,1.1,0,1,0,1,0,1,9.3,0,1.8,快晴,晴後一時曇
2021/1/14,13.4,2.0,0,1,0,1,0,1,8.8,0,1.5,快晴,快晴
2021/1/15,15.1,3.7,0,1,0,1,0,1,9.3,0,1.5,晴一時薄曇,晴一時曇
2021/1/16,12.6,5.7,0.5,0,0,1,0,1,1.0,0,1.7,曇時々雨一時晴,曇一時晴
2021/1/17,9.4,3.8,0.0,0,0,1,0,1,5.1,0,2.9,曇一時晴,晴
2021/1/18,7.6,0.2,0.0,0,0,1,0,1,9.0,0,2.7,晴,曇時々雨後晴
2021/1/19,6.3,2.3,0.0,0,0,1,0,1,5.1,0,3.1,晴一時曇,曇
2021/1/20,8.6,2.1,0,1,0,1,0,1,7.1,0,1.6,晴一時曇,快晴
2021/1/21,14.1,1.2,0,1,0,1,0,1,9.8,0,1.4,快晴,晴後曇時々雨
2021/1/22,9.7,7.3,7.0,0,0,1,0,1,0.0,0,1.8,雨,雨時々曇
2021/1/23,9.8,7.2,26.5,0,0,1,0,1,0.0,0,3.0,雨,雨
2021/1/24,9.5,7.2,12.0,0,0,1,0,1,0.0,0,1.7,雨,曇時々雨
2021/1/25,14.6,7.3,0.0,0,0,1,0,1,8.4,0,1.9,晴後時々薄曇,晴一時曇
2021/1/26,19.0,6.7,7.5,0,0,1,0,1,6.1,0,2.6,薄曇後一時雨,雨後時々曇
2021/1/27,14.7,8.2,6.5,0,0,1,0,1,2.3,0,3.0,曇後晴,曇時々晴
2021/1/28,12.7,5.1,0.0,0,0,1,0,1,5.4,0,2.0,薄曇時々晴,晴時々曇
2021/1/29,10.2,1.4,0.0,0,0,1,0,1,9.3,0,5.2,晴,晴
2021/1/30,9.2,-0.2,0,1,0,1,0,1,8.2,0,2.8,晴,晴時々曇
2021/1/31,11.8,4.7,0.0,0,0,1,0,1,6.7,0,2.1,晴,晴後一時曇
2021/2/1,14.6,2.8,11.0,0,0,1,0,1,1.1,0,1.9,曇,雨
2021/2/2,13.7,4.8,8.0,0,0,1,0,1,7.0,0,3.1,晴一時曇,快晴
2021/2/3,8.2,3.9,0,1,0,1,0,1,8.4,0,3.4,晴,晴
2021/2/4,10.2,4.1,0.0,0,0,1,0,1,2.9,0,2.7,晴一時曇,晴
2021/2/5,11.5,1.9,0,1,0,1,0,1,9.9,0,1.5,晴,曇
2021/2/6,14.9,6.6,0,1,0,1,0,1,9.9,0,1.5,快晴,快晴
2021/2/7,14.2,5.3,0.0,0,0,1,0,1,6.1,0,2.1,晴後時々曇,晴後一時曇
2021/2/8,10.8,3.0,0.0,0,0,1,0,1,4.0,0,2.4,晴時々雨一時曇,晴一時曇、みぞれを伴う
2021/2/9,8.1,1.4,0.0,0,0,1,0,1,5.8,0,1.7,晴後曇,晴時々曇
2021/2/10,11.0,4.8,0.0,0,0,1,0,1,9.4,0,1.8,晴,晴時々曇
2021/2/11,14.4,6.4,0,1,0,1,0,1,8.9,0,2.3,晴後時々薄曇,薄曇
2021/2/12,14.6,6.5,0,1,0,1,0,1,2.6,0,1.6,曇,晴時々曇
2021/2/13,19.8,9.7,0,1,0,1,0,1,9.9,0,1.6,晴,快晴
2021/2/14,20.5,9.1,0.0,0,0,1,0,1,9.6,0,1.5,晴,雨時々曇
2021/2/15,16.4,10.6,24.0,0,0,1,0,1,0.5,0,3.6,雨後曇一時晴,晴
2021/2/16,10.7,6.4,0.0,0,0,1,0,1,10.3,0,4.3,晴,曇時々雨一時晴
2021/2/17,8.3,0.2,0.5,0,0,1,0,1,2.9,0,4.7,曇一時雪後晴,快晴
2021/2/18,6.9,-0.4,0.0,0,0,1,0,1,8.3,0,3.6,晴後時々曇一時雪,曇時々晴
2021/2/19,8.4,2.3,0.0,0,0,1,0,1,4.7,0,2.2,曇後晴,晴後時々曇
2021/2/20,15.2,3.1,0,1,0,1,0,1,10.2,0,2.0,晴,快晴
2021/2/21,19.5,8.6,0,1,0,1,0,1,10.3,0,1.7,晴,快晴
2021/2/22,20.2,8.2,0,1,0,1,0,1,10.6,0,1.9,快晴,晴一時曇
2021/2/23,15.5,5.3,0,1,0,1,0,1,5.2,0,3.7,曇時々晴,晴一時薄曇
2021/2/24,11.3,3.4,0,1,0,1,0,1,10.2,0,3.0,晴,晴
2021/2/25,13.1,1.6,0,1,0,1,0,1,8.8,0,1.3,晴後曇,曇
2021/2/26,9.4,5.7,1.5,0,0,1,0,1,0.0,0,2.8,雨後時々曇,薄曇
2021/2/27,11.1,4.4,0,1,0,1,0,1,8.3,0,4.0,薄曇,薄曇
2021/2/28,16.0,4.0,0,1,0,1,0,1,3.5,0,2.1,曇,晴一時曇
2021/3/1,20.1,8.4,0,1,0,1,0,1,9.5,0,1.8,晴時々薄曇,曇後時々雨
2021/3/2,16.5,4.9,34.5,0,0,1,0,1,0.4,0,2.7,大雨後時々曇,晴一時雨後時々曇
2021/3/3,11.6,4.2,0.0,0,0,1,0,1,8.2,0,3.3,晴時々曇,薄曇後晴
2021/3/4,17.4,4.3,0.0,0,0,1,0,1,6.8,0,1.9,晴後曇,曇一時雨
2021/3/5,13.7,10.1,8.5,0,0,1,0,1,0.2,0,3.4,雨一時曇,曇一時雨
2021/3/6,17.0,6.7,0.0,0,0,1,0,1,2.2,0,3.6,曇一時雨,曇
2021/3/7,12.2,4.8,0.0,0,0,1,0,1,5.0,0,3.4,晴後曇,曇後雨
2021/3/8,13.1,5.5,2.5,0,0,1,0,1,3.7,0,3.3,曇一時雨後晴,晴
2021/3/9,15.6,4.2,0,1,0,1,0,1,4.9,0,1.7,曇,晴後時々曇
2021/3/10,18.1,6.4,0,1,0,1,0,1,10.2,0,3.3,晴,快晴
2021/3/11,16.8,3.9,0,1,0,1,0,1,10.2,0,1.5,晴一時薄曇,曇
2021/3/12,16.1,8.8,12.0,0,0,1,0,1,0.4,0,2.7,曇後雨,雨一時曇、雷を伴う
2021/3/13,15.0,9.5,11.5,0,0,1,0,1,0.7,0,3.3,曇時々雨一時晴,晴一時曇
2021/3/14,14.2,8.2,0,1,0,1,0,1,10.6,0,2.6,晴,快晴
2021/3/15,16.3,6.0,0,1,0,1,0,1,9.3,0,1.8,晴後時々薄曇,薄曇
2021/3/16,18.1,8.8,0.0,0,0,1,0,1,0.5,0,1.9,曇一時雨,曇後晴
2021/3/17,17.5,7.2,0,1,0,1,0,1,10.8,0,3.4,晴時々薄曇,晴一時薄曇
2021/3/18,19.3,5.5,0,1,0,1,0,1,11.0,0,2.5,快晴,晴一時薄曇
2021/3/19,20.9,7.8,0,1,0,1,0,1,10.3,0,3.1,晴後一時薄曇,晴時々曇
2021/3/20,20.9,9.1,0.0,0,0,1,0,1,4.4,0,2.3,曇後一時雨,雨一時曇
2021/3/21,18.7,11.2,48.0,0,0,1,0,1,0.0,0,2.3,大雨一時曇,曇時々雨
