"ìùåvñºÅF","â∆åví≤ç∏ â∆åvé˚éxï“ ëçê¢ë—"
"ï\î‘çÜÅF","001"
"ï\ëËÅF","[ópìrï™óﬁ] ópìrï™óﬁÅiëçêîÅj ëSçë"
"é¿é{îNåéÅF","-","-"
"ésãÊí¨ë∫éûì_ÅiîNåéì˙ÅjÅF","-"

"***","í≤ç∏ñîÇÕèWåvÇµÇƒÇ¢Ç»Ç¢Ç‡ÇÃ"
"-","äYìñêîéöÇ™Ç»Ç¢Ç‡ÇÃ"
"X","êîílÇ™îÈìΩÇ≥ÇÍÇƒÇ¢ÇÈÇ‡ÇÃ"

"","","","","","","","","","","","","/ópìrï™óﬁ ÉRÅ[Éh","001","002","003","007","009","011","015","018","019","020","021","022","023","024","267","025","026","027","028","029","273","030","031","268","032","033","034","035","036","037","038","039","040","041","042","043","044","045","046","047","048","049","050","051","269","052","053","054","055","056","057","058","059","060","061","062","063","064","065","066","067","068","069","070","071","072","073","074","075","076","077","078","079","080","081","082","083","084","085","086","087","088","089","090","091","092","093","094","095","096","097","098","099","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","128","132","136","137","138","139","140","141","142","143","144","145","146","147","148","149","150","151","152","156","157","158","159","160","161","162","163","164","165","166","167","168","169","170","171","172","173","174","175","176","177","178","179","180","181","182","183","186","266","187","188","189","190","191","192","193","194","195","196","197","198","199","200","201","202","203","204","205","206","207","208","209","210","211","270","212","213","214","215","216","217","218","219","220","221","222","223","224","225","226","227","228","229","230","231","232","233","234","235","236","237","238","239","240","241","242","243","271","244","245","246","247","248","249","250","251","252","263","264","265"
"01","","ã‡äz","13","","ãŒòJé“à»äOÇÃê¢ë—","00000","","ëSçë","2019000000","","2019îN","","4824","3942","1.98","0.58","71.5","87.7","10.7","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","216588","59330","4924","1539","1984","1050","351","5537","3091","1013","642","792","5200","4207","994","3214","1144","1447","622","7781","5057","686","1001","1037","3080","2822","258","2886","332","2554","4322","8442","3538","4904","3671","916","736","2019","2679","7594","7481","113","0","14667","5444","9223","2766","6456","18765","9308","4196","1371","3890","8936","3217","1661","1167","389","543","547","1543","2216","871","6786","148","2412","1527","707","124","533","881","454","12887","2592","1392","1768","7135","24563","3452","12325","1990","152","10182","8786","1998","23133","1293","4928","3352","13559","1149","3721","1445","7245","45524","19643","2639","3372","1006","962","11664","3987","19875","5709","135","440","1198","525","9911","1957","2019","3470","26220","11526","188000","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","27.4","389","482408"
"01","","ã‡äz","13","","ãŒòJé“à»äOÇÃê¢ë—","00000","","ëSçë","2020000000","","2020îN","","4896","3943","1.96","0.57","71.5","88.3","10.3","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","203607","59126","5027","1534","1926","1187","381","5661","3138","1023","664","835","5529","4481","1047","3366","1157","1526","683","8129","5364","682","1016","1067","3175","2907","268","3060","342","2718","4460","8668","3576","5092","3764","918","754","2092","2765","5523","5435","87","0","14532","5248","9283","2748","6535","18496","9085","4105","1292","4015","9170","3106","1547","1139","419","484","649","1576","2468","888","5370","57","1922","1125","643","136","455","696","335","12731","2583","1505","1985","6658","23188","1707","12561","2708","171","9682","8920","1923","18311","1436","4786","3278","8812","559","792","1204","6257","40760","18663","2429","3275","809","979","11171","3777","16034","4319","122","319","673","353","8263","1984","2287","3263","19517","11830","175818","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","29.0","393","489658"
"01","","ã‡äz","13","","ãŒòJé“à»äOÇÃê¢ë—","00000","","ëSçë","2021000000","","2021îN","","4828","3820","1.95","0.57","71.7","86.0","11.8","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","204341","59108","4920","1445","1960","1150","365","5577","3125","977","661","814","5428","4375","1053","3324","1083","1560","681","7781","5111","649","976","1045","3173","2909","264","2995","332","2663","4607","9265","3920","5345","3824","898","772","2155","2911","5303","5198","105","0","16005","6147","9858","3304","6554","18157","8785","3965","1260","4147","8852","2932","1570","1100","262","496","624","1477","2433","889","5419","180","1905","1139","607","103","437","709","338","12925","2511","1467","1961","6986","23047","1805","12156","2139","169","9848","9087","2169","18725","1486","4922","3307","9010","642","553","1155","6659","39934","18436","2497","3390","822","996","10732","3225","15953","4196","139","300","650","336","7937","2396","2320","3851","19980","12038","175941","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","28.9","388","482776"
"01","","ã‡äz","13","","ãŒòJé“à»äOÇÃê¢ë—","00000","","ëSçë","2022000000","","2022îN","","4821","3784","1.92","0.54","71.8","86.3","12.1","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","212903","59766","4911","1317","2025","1185","384","5365","2899","963","695","808","5359","4330","1029","3277","1089","1504","684","7689","5080","624","959","1026","3098","2846","252","3010","359","2652","4748","9493","4082","5411","3935","881","813","2240","2834","6047","5946","101","0","16217","6779","9439","2952","6486","20806","10706","4565","1575","3961","8958","3091","1592","1190","309","561","501","1475","2464","865","5348","72","1855","1190","607","95","470","708","351","12754","2486","1388","1865","7015","24811","2303","13621","2306","144","11170","8886","2151","19943","1231","4970","3179","10563","1049","1294","1261","6959","42149","19589","2522","3215","999","1106","11747","2938","17841","5020","166","333","1049","369","8645","2259","1781","3408","21997","11974","183952","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","28.1","386","482121"
"01","","ã‡äz","13","","ãŒòJé“à»äOÇÃê¢ë—","00000","","ëSçë","2023000000","","2023îN","","4839","3755","1.90","0.55","71.8","86.6","11.5","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","220861","63355","5046","1307","2117","1251","370","5473","2952","990","713","818","5601","4538","1063","3598","1185","1537","876","7817","5109","630","1031","1047","3204","2935","269","3099","355","2744","5050","10002","4298","5704","4195","923","851","2421","2917","7354","7269","85","0","16927","7148","9779","3321","6458","20265","10372","4559","1395","3939","9383","3395","1783","1322","290","506","487","1532","2557","905","5658","25","2000","1244","666","97","483","789","354","12815","2493","1469","1789","7063","26576","3164","14701","3059","175","11468","8711","1768","22001","1343","5216","3174","12267","1408","1945","1420","7494","42112","19668","2705","3391","1008","1041","11522","2742","17875","5513","137","314","1081","487","8216","2126","1828","2826","24736","11893","190831","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","28.7","380","483884"
"01","","ã‡äz","14","","ñ≥êEê¢ë—","00000","","ëSçë","2015000000","","2015îN","","3771","3031","1.85","0.26","73.0","86.7","11.9","486108","168696","163593","11672","-","-","-","***","-","-","4489","4356","7183","***","3088","1466","***","488","1135","26","148808","3390","144012","141052","2960","1406","5103","2246","2857","250035","211813","15741","13994","1747","1323","0","121","***","2194","17592","755","494","67377","486108","229190","205952","53707","4624","1558","1758","955","353","5775","3297","1069","649","760","4603","3719","884","2946","1141","1225","580","7715","5128","639","961","987","2944","2734","210","2689","318","2371","3701","6971","2874","4097","2957","802","619","1536","2330","6452","6427","25","0","16475","5868","10607","3032","7575","18708","8915","4623","1271","3900","7700","2577","1348","993","236","647","459","1323","1764","929","6132","124","2033","1482","677","126","504","781","406","12220","2509","1600","1399","6712","22325","3420","12127","2805","137","9185","6778","543","21441","895","4250","3625","12671","1064","3642","1410","6555","46701","17992","2787","2910","798","799","10698","4055","23390","6903","190","549","1450","591","12217","1490","1263","1210","25123","9306","173192","186927","113422","10987","13465","88970","73505","23237","10220","171","2622","7427","12989","1158","7742","4066","24","28","198076","170796","7281","307","6974","1358","2132","290","***","2190","12444","749","835","58843","5500","12","421","5067","5500","4599","413","1","7","159","139","32","68","0","337","159","145459","-60493","-49443","-49478","-41017","-8460","-13687","5227","35","2132","169","***","-4","-5148","-6","340","-8534","141.6","-41.6","-34.0","-34.0","26.1","321","377081"
"01","","ã‡äz","14","","ñ≥êEê¢ë—","00000","","ëSçë","2016000000","","2016îN","","3825","3052","1.85","0.26","73.2","88.5","11.1","484155","171275","165646","12019","-","-","-","***","-","-","5009","5004","7011","***","3236","1501","***","335","1400","0","150390","2869","146499","143201","3298","1023","5629","2243","3386","242662","206134","15080","13554","1525","343","0","166","***","1498","19058","39","344","70218","484155","224212","201713","55384","4741","1611","1783","987","360","5779","3289","1059","652","779","4730","3832","898","3086","1131","1348","607","7900","5247","665","978","1010","3087","2862","225","2712","298","2414","3814","7483","3113","4371","3152","858","640","1654","2433","6465","6450","15","0","13942","5032","8910","2479","6431","17239","8193","4111","1060","3875","7740","2666","1372","1019","275","544","435","1284","1908","903","5787","98","1845","1420","675","123","466","760","400","11921","2447","1624","1391","6459","21178","3203","10906","1953","142","8811","7069","410","22142","1062","4313","3627","13140","1034","3629","1409","7067","45973","18289","2787","3039","890","844","10729","3772","22430","6656","171","503","1251","531","11822","1496","1482","1051","25217","9898","172515","183141","111623","9650","12887","89085","71518","22499","10060","211","2525","7325","12377","1130","7156","4069","21","62","199685","171605","7238","520","6718","486","1871","452","***","1577","13020","2675","762","60257","5305","16","412","4877","5305","4377","405","6","3","163","130","48","84","0","327","167","148776","-52937","-42227","-42370","-34529","-7842","-13035","5193","143","1871","286","***","79","-6038","2636","417","-9961","135.6","-35.6","-28.4","-28.5","27.5","317","382483"
"01","","ã‡äz","14","","ñ≥êEê¢ë—","00000","","ëSçë","2017000000","","2017îN","","3905","3114","1.84","0.26","73.3","87.7","11.3","466937","164684","159913","9596","-","-","-","***","-","-","4158","4141","5437","***","2948","1340","***","453","1154","48","147322","2520","143971","141257","2714","831","4771","1992","2779","236286","200623","12843","11972","871","1233","0","101","***","1856","19305","5","319","65967","466937","220868","199168","54818","4729","1611","1776","991","351","5582","3094","1063","654","772","4793","3879","914","3105","1129","1365","610","7786","5123","659","976","1028","2947","2714","233","2715","285","2429","3783","7615","3127","4488","3167","813","645","1709","2438","6159","6143","16","0","14627","5366","9262","2432","6830","17730","8387","4049","1408","3886","8106","3004","1542","1193","269","599","477","1266","1915","845","5416","58","1694","1294","652","138","493","738","350","11685","2445","1527","1578","6135","22649","3120","12242","3138","92","9011","7287","395","21320","994","4366","3553","12407","993","3122","1383","6909","42422","17372","2652","3101","705","792","10121","3331","20282","6045","162","439","1147","402","10627","1461","1437","1169","24321","10191","169339","182313","112474","11018","12432","89024","69839","21699","9398","132","2292","6974","12233","1130","7072","4017","14","68","190397","163915","6864","471","6393","596","1961","488","***","1476","13984","462","652","55672","4529","3","354","4172","4529","3773","350","1","1","153","92","26","35","0","306","142","142985","-56184","-43325","-42688","-36709","-5979","-11502","5522","-637","1961","387","***","-380","-5321","457","332","-10295","139.3","-39.3","-30.3","-29.9","27.5","309","390503"
"01","","ã‡äz","14","","ñ≥êEê¢ë—","00000","","ëSçë","2018000000","","2018îN","","3870","3105","1.82","0.25","73.6","86.5","11.6","485579","177767","172481","12332","-","-","-","-","-","-","5049","5010","7284","***","3109","1447","***","244","1418","53","156987","2746","153250","150180","3070","991","5286","1975","3311","242661","200865","15571","13724","1848","464","0","256","***","1406","23449","237","413","65151","485579","224171","201605","54765","4670","1612","1752","961","345","5426","2974","1035","632","786","4729","3860","869","3053","1085","1350","618","7930","5201","673","1004","1051","3058","2807","251","2774","298","2476","3848","7597","3092","4505","3271","860","651","1760","2358","6052","6039","12","0","16673","5275","11398","3355","8043","18088","8825","3970","1535","3758","7719","2655","1270","1052","333","488","532","1281","1938","824","5331","123","1722","1200","647","108","474","682","374","11823","2372","1600","1357","6494","22866","3110","12266","2562","100","9604","7489","370","20969","1002","4189","3370","12407","990","3282","1272","6864","43001","18277","2607","2959","712","872","11127","3432","20186","5640","177","424","1364","388","10281","1911","1107","982","24181","10089","170982","184874","112043","11093","12144","88805","72831","22566","9513","175","2460","6877","13024","1302","7047","4657","18","29","209239","180890","7021","341","6680","533","2227","283","***","1808","14423","1319","734","52169","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","155201","-46404","-28456","-28525","-19975","-8550","-13383","4832","69","2227","27","***","402","-9026","1082","321","-12982","129.9","-29.9","-18.3","-18.4","27.2","304","387021"
"01","","ã‡äz","14","","ñ≥êEê¢ë—","00000","","ëSçë","2019000000","","2019îN","","3785","3022","1.82","0.26","74.2","88.2","10.3","507820","191670","186221","17028","-","-","-","-","-","-","5810","5805","11217","***","3495","1572","***","415","1507","47","165652","3147","161479","157718","3761","1026","5449","1529","3920","245292","194721","16945","15054","1891","290","0","403","***","1378","29891","811","853","70857","507820","225117","201271","55837","4779","1526","1919","996","338","5421","2974","1007","648","792","4691","3776","916","3132","1142","1393","596","7704","4988","687","996","1033","3131","2871","260","2774","324","2450","4101","8063","3366","4697","3463","896","676","1891","2481","6097","6082","14","0","13982","4540","9442","2911","6531","17981","8715","4131","1420","3715","8478","3202","1708","1127","367","476","505","1365","2067","863","5332","126","1707","1228","630","119","459","699","365","12742","2569","1397","1651","7124","22982","3107","12002","2043","154","9804","7873","435","21114","1261","4240","3413","12201","927","3263","1202","6810","42388","18555","2547","3131","785","853","11239","3833","18991","5256","110","356","971","416","9876","2006","1009","891","23797","10584","174361","184547","113492","11066","12486","89939","71055","23846","9694","287","2618","6790","14113","1558","7403","5122","30","39","225653","197773","6159","546","5613","634","1739","464","***","1549","15839","748","750","57049","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","167824","-33447","-7391","-7734","3052","-10787","-14509","3722","344","1739","61","***","171","-14053","-63","-103","-13808","119.9","-19.9","-4.4","-4.6","27.7","304","378504"
"01","","ã‡äz","14","","ñ≥êEê¢ë—","00000","","ëSçë","2020000000","","2020îN","","3834","3046","1.82","0.27","74.3","88.3","10.1","532809","208794","192149","19265","-","-","-","-","-","-","7024","6952","12241","4715","***","2483","798","***","1434","***","168170","3304","163855","160171","3684","1011","16644","1454","15191","243678","191673","17199","15041","2158","624","0","218","33233","***","***","213","518","80338","532809","216588","192128","56058","4915","1549","1867","1134","365","5588","3058","1019","679","832","4979","4012","967","3278","1141","1470","667","8071","5316","679","1020","1056","3270","3002","268","2928","328","2600","4255","8268","3388","4880","3553","886","704","1964","2567","4387","4372","15","0","14319","4536","9783","2797","6986","17901","8624","4032","1382","3863","8544","2982","1517","1149","316","457","511","1391","2324","878","4330","16","1437","916","584","139","400","584","254","12720","2593","1446","1914","6766","21762","1577","11956","2493","117","9345","8229","331","17345","1313","4211","3383","8438","475","752","1016","6195","38819","17643","2311","3005","604","862","10862","3561","16038","4017","103","285","611","274","8623","2126","1576","881","18525","11164","165118","176243","113146","10734","11208","91203","63097","24459","10363","333","2758","7273","14066","1633","7494","4904","35","30","249724","214194","7120","560","6561","591","1779","255","24704","***","***","66","1015","66498","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","184334","-7794","12410","12443","22521","-10078","-14481","4403","-33","1779","37","-8530","***","***","-147","497","-13840","104.2","-4.2","6.7","6.8","29.2","312","383471"
"01","","ã‡äz","14","","ñ≥êEê¢ë—","00000","","ëSçë","2021000000","","2021îN","","3819","2976","1.82","0.26","74.3","85.9","11.5","526636","196248","189900","19182","-","-","-","-","-","-","6375","6357","12807","4132","***","2231","385","***","1516","***","166587","4409","160934","157066","3868","1243","6348","1433","4915","248530","191677","18683","15590","3093","1589","0","250","35607","***","***","186","537","81858","526636","215018","190424","55715","4806","1466","1890","1096","354","5480","3020","978","669","813","4943","3954","990","3242","1081","1500","661","7730","5065","649","972","1044","3226","2965","261","2875","322","2553","4359","8734","3681","5053","3583","859","726","1998","2628","4108","4094","14","0","15617","5227","10390","3340","7049","17471","8332","3848","1337","3955","8254","2840","1544","1090","206","418","546","1316","2275","859","4347","201","1351","919","542","109","373","591","261","12656","2470","1434","1881","6871","21488","1617","11496","2101","151","9244","8376","276","16976","1269","4153","3377","8177","516","502","905","6254","37625","17045","2416","3049","634","916","10030","3115","16049","3983","130","264","595","321","8318","2440","1417","924","18083","11239","162973","175136","113258","10912","11530","90816","61878","24594","9951","351","2788","6813","14609","1943","7676","4953","37","33","242880","204391","6316","769","5547","1374","2545","301","25590","***","***","1648","714","68738","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","171654","-18770","133","348","12715","-12366","-14821","2454","-216","2545","50","-10017","***","***","1462","177","-13120","110.9","-10.9","0.1","0.2","29.3","308","381834"
"01","","ã‡äz","14","","ñ≥êEê¢ë—","00000","","ëSçë","2022000000","","2022îN","","3822","2954","1.78","0.24","74.5","87.1","11.4","531177","196706","188095","17160","-","-","-","-","-","-","6282","6233","10878","3891","***","1780","409","***","1703","***","167043","4622","161323","157803","3520","1098","8612","1519","7093","251980","195497","17995","15656","2338","543","0","123","37226","***","***","222","374","82491","531177","223490","199366","56621","4805","1322","1974","1133","376","5331","2837","966","711","817","4845","3897","948","3211","1085","1459","666","7673","5060","624","957","1033","3185","2938","248","2896","347","2549","4481","9040","3826","5213","3713","838","759","2116","2593","4849","4831","18","0","15717","5827","9889","3081","6808","20087","10191","4426","1688","3781","8503","2983","1534","1188","261","529","430","1339","2332","889","4311","22","1378","1012","557","83","405","590","265","12421","2503","1411","1705","6802","22986","2035","12623","1728","115","10780","8328","330","18727","1056","4548","3284","9840","821","1254","1070","6694","39663","18041","2370","2926","621","966","11158","2681","17817","4766","152","279","870","289","9122","2339","1124","893","20516","11405","171675","184099","116453","10272","11554","94627","67647","24124","10176","272","2768","7136","13910","1609","7471","4794","36","39","240979","202964","6143","513","5630","2039","1907","299","26395","***","***","637","594","66708","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","172582","-26784","-2888","-4384","7468","-11851","-15143","3292","1496","1907","176","-10831","***","***","415","220","-15783","115.5","-15.5","-1.7","-2.5","28.4","303","382136"
"01","","ã‡äz","14","","ñ≥êEê¢ë—","00000","","ëSçë","2023000000","","2023îN","","3799","2920","1.78","0.24","74.7","88.6","9.8","551217","196479","188487","19976","-","-","-","-","-","-","7333","7305","12643","3898","***","1454","584","***","1861","***","164614","4582","159072","155600","3472","959","7991","1672","6319","259017","195809","17951","15397","2554","907","0","151","43489","***","***","153","557","95722","551217","232800","208337","60525","4980","1319","2076","1220","365","5509","2907","1018","748","837","5147","4130","1017","3575","1189","1524","863","7849","5132","633","1034","1050","3328","3052","276","3000","352","2647","4859","9696","4099","5597","3911","896","767","2248","2777","5893","5881","12","0","15606","5105","10501","3447","7054","19745","9997","4378","1506","3863","8882","3235","1685","1272","278","516","441","1328","2422","940","4470","23","1429","1033","598","96","418","601","273","12490","2520","1446","1622","6903","25416","2945","14222","3114","127","10980","8249","282","20564","1193","4712","3307","11351","1137","1996","1073","7145","40357","18214","2519","3066","697","911","11021","2814","17957","5191","121","269","982","369","8699","2326","1372","858","23078","11371","179545","193125","122172","12519","12033","97620","70953","24464","10327","338","2738","7251","14113","1791","7484","4765","73","23","240561","200043","6286","760","5526","859","2180","348","29999","***","***","191","655","77856","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","172015","-36322","-7479","-7431","4234","-11665","-14637","2972","-48","2180","197","-13491","***","***","38","98","-17865","121.1","-21.1","-4.3","-4.3","29.1","303","379929"
